record_type,id,timestamp,direction,from,to,phone_hash,contact_name,message,media_filename,gps_lat,gps_lon,app,app_event,device_id,imei,notes
app_event,AP00257,2025-07-10 19:36:00,,,,,,notes://open?id=note_1,,,,voice_recorder,request,DEV123,IMEI0001,
browser,BR00258,2025-07-10 19:37:00,,,,,,https://www.example.com/article-cafe-paris,,,,browser,visit,DEV123,IMEI0001,lecture article
browser,BR00259,2025-07-10 19:39:00,,,,,,https://www.example.com/cinema/horaires,,,,browser,visit,DEV123,IMEI0001,recherche
app_event,AP00265,2025-07-10 19:55:00,,,,,,spotify://track/12345,,,,phone,login,DEV123,IMEI0001,
app_event,AP00270,2025-07-10 20:01:00,,,,,,notes://open?id=note_1,,,,location_service,forecast_view,DEV123,IMEI0001,
app_event,AP00272,2025-07-10 20:07:00,,,,,,system://update?check=1,,,,gallery,reminder_set,DEV123,IMEI0001,
app_event,AP00274,2025-07-10 20:14:00,,,,,,spotify://track/12345,,,,fitness,update_check,DEV123,IMEI0001,
browser,BR00277,2025-07-10 20:18:00,,,,,,https://www.example.com/cinema/horaires,,,,browser,visit,DEV123,IMEI0001,lecture article
location,LO00278,2025-07-10 20:20:00,,,,,,,,48.857111,2.339423,location_service,fix,DEV123,IMEI0001,position stable
browser,BR00279,2025-07-10 20:21:00,,,,,,https://www.example.com/article-cafe-paris,,,,browser,visit,DEV123,IMEI0001,lecture article
media,ME00280,2025-07-10 20:24:00,,,,,,,VOICEMSG_20250710_000279.amr,,,voice_recorder,voice_saved,DEV123,IMEI0001,note perso
browser,BR00281,2025-07-10 20:24:00,,,,,,https://www.example.com/article-cafe-paris,,,,browser,visit,DEV123,IMEI0001,recherche
location,LO00282,2025-07-10 20:27:00,,,,,,,,48.855713,2.369214,location_service,fix,DEV123,IMEI0001,trajet
app_event,AP00283,2025-07-10 20:31:00,,,,,,,,,,voice_recorder,fitness_start,DEV123,IMEI0001,
location,LO00285,2025-07-10 20:36:00,,,,,,,,48.881047,2.350012,location_service,fix,DEV123,IMEI0001,trajet
media,ME00287,2025-07-10 20:38:00,,,,,,,VOICEMSG_20250710_000286.amr,,,voice_recorder,voice_saved,DEV123,IMEI0001,message vocal court
media,ME00288,2025-07-10 20:41:00,,,,,,,VOICEMSG_20250710_000287.amr,,,voice_recorder,voice_saved,DEV123,IMEI0001,message vocal court
location,LO00293,2025-07-10 20:49:00,,,,,,,,48.872106,2.344687,location_service,fix,DEV123,IMEI0001,trajet
location,LO00300,2025-07-10 21:04:00,,,,,,,,48.873371,2.357783,location_service,fix,DEV123,IMEI0001,promenade
browser,BR00301,2025-07-10 21:08:00,,,,,,https://www.example.com/article-cafe-paris,,,,browser,visit,DEV123,IMEI0001,recherche
browser,BR00303,2025-07-10 21:15:00,,,,,,https://www.example.com/restaurant/reservation,,,,browser,visit,DEV123,IMEI0001,reservation
app_event,AP00307,2025-07-10 21:25:00,,,,,,calendar://event?id=meet_18h,,,,backup,open_chat,DEV123,IMEI0001,
location,LO00312,2025-07-10 21:35:00,,,,,,,,48.842164,2.323682,location_service,fix,DEV123,IMEI0001,trajet
location,LO00333,2025-07-10 22:22:00,,,,,,,,48.844202,2.336484,location_service,fix,DEV123,IMEI0001,position stable
browser,BR00336,2025-07-10 22:28:00,,,,,,https://www.example.com/restaurant/reservation,,,,browser,visit,DEV123,IMEI0001,lecture article
app_event,AP00341,2025-07-10 22:37:00,,,,,,spotify://track/12345,,,,gallery,open_chat,DEV123,IMEI0001,
app_event,AP00346,2025-07-10 22:44:00,,,,,,,,,,sms,open_note,DEV123,IMEI0001,
location,LO00352,2025-07-10 22:56:00,,,,,,,,48.841467,2.351216,location_service,fix,DEV123,IMEI0001,trajet
app_event,AP00356,2025-07-10 23:07:00,,,,,,system://update?check=1,,,,phone,fitness_start,DEV123,IMEI0001,
app_event,AP00361,2025-07-10 23:23:00,,,,,,"uber://request?to=48.8566,2.3522",,,,maps,start,DEV123,IMEI0001,
media,ME00362,2025-07-10 23:27:00,,,,,,,VOICEMSG_20250710_000361.amr,,,voice_recorder,voice_saved,DEV123,IMEI0001,message vocal court
location,LO00363,2025-07-10 23:30:00,,,,,,,,48.875832,2.376839,location_service,fix,DEV123,IMEI0001,position stable
media,ME00364,2025-07-10 23:34:00,,,,,,,VOICEMSG_20250710_000363.amr,,,voice_recorder,voice_saved,DEV123,IMEI0001,message vocal court
location,LO00366,2025-07-10 23:38:00,,,,,,,,48.863929,2.371381,location_service,fix,DEV123,IMEI0001,arret
location,LO00370,2025-07-10 23:46:00,,,,,,,,48.885799,2.34421,location_service,fix,DEV123,IMEI0001,trajet
app_event,AP00371,2025-07-10 23:51:00,,,,,,calendar://event?id=meet_18h,,,,weather,request,DEV123,IMEI0001,
location,LO00381,2025-07-11 00:26:00,,,,,,,,48.841931,2.370741,location_service,fix,DEV123,IMEI0001,promenade
browser,BR00382,2025-07-11 00:30:00,,,,,,https://www.example.com/restaurant/reservation,,,,browser,visit,DEV123,IMEI0001,lecture article
app_event,AP00383,2025-07-11 00:31:00,,,,,,whatsapp://chat?u=emma,,,,voice_recorder,route_requested,DEV123,IMEI0001,
browser,BR00386,2025-07-11 00:36:00,,,,,,https://www.example.com/restaurant/reservation,,,,browser,visit,DEV123,IMEI0001,recherche
location,LO00387,2025-07-11 00:36:00,,,,,,,,48.882429,2.321606,location_service,fix,DEV123,IMEI0001,position stable
location,LO00388,2025-07-11 00:41:00,,,,,,,,48.888446,2.373308,location_service,fix,DEV123,IMEI0001,trajet
app_event,AP00390,2025-07-11 00:50:00,,,,,,spotify://track/12345,,,,backup,fitness_start,DEV123,IMEI0001,
app_event,AP00393,2025-07-11 00:58:00,,,,,,notes://open?id=note_1,,,,fitness,reminder_set,DEV123,IMEI0001,
location,LO00396,2025-07-11 01:05:00,,,,,,,,48.873913,2.347154,location_service,fix,DEV123,IMEI0001,position stable
location,LO00397,2025-07-11 01:06:00,,,,,,,,48.85519,2.377535,location_service,fix,DEV123,IMEI0001,arret
app_event,AP00399,2025-07-11 01:14:00,,,,,,system://update?check=1,,,,voice_recorder,update_check,DEV123,IMEI0001,
browser,BR00403,2025-07-11 01:20:00,,,,,,https://www.example.com/article-cafe-paris,,,,browser,visit,DEV123,IMEI0001,horaires
media,ME00404,2025-07-11 01:25:00,,,,,,,VOICEMSG_20250710_000403.amr,,,voice_recorder,voice_saved,DEV123,IMEI0001,message vocal court
media,ME00407,2025-07-11 01:28:00,,,,,,,VOICEMSG_20250710_000406.amr,,,voice_recorder,voice_saved,DEV123,IMEI0001,memos vocal
browser,BR00411,2025-07-11 01:41:00,,,,,,https://www.example.com/cinema/horaires,,,,browser,visit,DEV123,IMEI0001,recherche
location,LO00413,2025-07-11 01:47:00,,,,,,,,48.879653,2.347061,location_service,fix,DEV123,IMEI0001,promenade
app_event,AP00417,2025-07-11 01:57:00,,,,,,spotify://track/12345,,,,location_service,fitness_start,DEV123,IMEI0001,
app_event,AP00418,2025-07-11 02:01:00,,,,,,,,,,spotify,event_created,DEV123,IMEI0001,
browser,BR00422,2025-07-11 02:13:00,,,,,,https://www.example.com/article-cafe-paris,,,,browser,visit,DEV123,IMEI0001,recherche
app_event,AP00424,2025-07-11 02:20:00,,,,,,calendar://event?id=meet_18h,,,,calendar,request,DEV123,IMEI0001,
browser,BR00426,2025-07-11 02:21:00,,,,,,https://www.example.com/article-cafe-paris,,,,browser,visit,DEV123,IMEI0001,reservation
browser,BR00428,2025-07-11 02:22:00,,,,,,https://www.example.com/transport/metro,,,,browser,visit,DEV123,IMEI0001,recherche
app_event,AP00432,2025-07-11 02:34:00,,,,,,"maps://route?to=48.8606,2.3376",,,,notes,fitness_start,DEV123,IMEI0001,
browser,BR00435,2025-07-11 02:46:00,,,,,,https://www.example.com/article-cafe-paris,,,,browser,visit,DEV123,IMEI0001,horaires
browser,BR00436,2025-07-11 02:51:00,,,,,,https://www.example.com/cinema/horaires,,,,browser,visit,DEV123,IMEI0001,lecture article
browser,BR00437,2025-07-11 02:54:00,,,,,,https://www.example.com/article-cafe-paris,,,,browser,visit,DEV123,IMEI0001,horaires
browser,BR00441,2025-07-11 03:10:00,,,,,,https://www.example.com/transport/metro,,,,browser,visit,DEV123,IMEI0001,horaires
location,LO00443,2025-07-11 03:16:00,,,,,,,,48.878359,2.322569,location_service,fix,DEV123,IMEI0001,position stable
location,LO00445,2025-07-11 03:21:00,,,,,,,,48.847563,2.361902,location_service,fix,DEV123,IMEI0001,arret
app_event,AP00449,2025-07-11 03:31:00,,,,,,"maps://route?to=48.8606,2.3376",,,,spotify,open,DEV123,IMEI0001,
browser,BR00454,2025-07-11 03:49:00,,,,,,https://www.example.com/article-cafe-paris,,,,browser,visit,DEV123,IMEI0001,lecture article
media,ME00460,2025-07-11 04:11:00,,,,,,,VOICEMSG_20250710_000459.amr,,,voice_recorder,voice_saved,DEV123,IMEI0001,message vocal court
app_event,AP00461,2025-07-11 04:15:00,,,,,,,,,,notes,open,DEV123,IMEI0001,
media,ME00470,2025-07-11 04:37:00,,,,,,,VOICEMSG_20250710_000469.amr,,,voice_recorder,voice_saved,DEV123,IMEI0001,memos vocal
browser,BR00473,2025-07-11 04:49:00,,,,,,https://www.example.com/cinema/horaires,,,,browser,visit,DEV123,IMEI0001,horaires
app_event,AP00480,2025-07-11 05:06:00,,,,,,spotify://track/12345,,,,sms,forecast_view,DEV123,IMEI0001,
location,LO00482,2025-07-11 05:12:00,,,,,,,,48.840824,2.353559,location_service,fix,DEV123,IMEI0001,position stable
browser,BR00483,2025-07-11 05:14:00,,,,,,https://www.example.com/restaurant/reservation,,,,browser,visit,DEV123,IMEI0001,lecture article
app_event,AP00484,2025-07-11 05:15:00,,,,,,whatsapp://chat?u=emma,,,,location_service,play,DEV123,IMEI0001,
location,LO00485,2025-07-11 05:16:00,,,,,,,,48.862466,2.361004,location_service,fix,DEV123,IMEI0001,trajet
app_event,AP00490,2025-07-11 05:30:00,,,,,,whatsapp://chat?u=emma,,,,sms,update_check,DEV123,IMEI0001,
app_event,AP00493,2025-07-11 05:39:00,,,,,,,,,,spotify,event_created,DEV123,IMEI0001,
location,LO00499,2025-07-11 05:51:00,,,,,,,,48.876468,2.373223,location_service,fix,DEV123,IMEI0001,position stable
location,LO00503,2025-07-11 06:01:00,,,,,,,,48.886948,2.36408,location_service,fix,DEV123,IMEI0001,position stable
media,ME00505,2025-07-11 06:04:00,,,,,,,VOICEMSG_20250710_000504.amr,,,voice_recorder,voice_saved,DEV123,IMEI0001,note perso
app_event,AP00506,2025-07-11 06:09:00,,,,,,system://update?check=1,,,,calendar,open_note,DEV123,IMEI0001,
location,LO00510,2025-07-11 06:17:00,,,,,,,,48.859703,2.358121,location_service,fix,DEV123,IMEI0001,trajet
app_event,AP00518,2025-07-11 06:41:00,,,,,,notes://open?id=note_1,,,,whatsapp,open_note,DEV123,IMEI0001,
media,ME00519,2025-07-11 06:45:00,,,,,,,VOICEMSG_20250710_000518.amr,,,voice_recorder,voice_saved,DEV123,IMEI0001,note perso
location,LO00520,2025-07-11 06:48:00,,,,,,,,48.870699,2.33178,location_service,fix,DEV123,IMEI0001,position stable
app_event,AP00522,2025-07-11 06:52:00,,,,,,system://update?check=1,,,,maps,reminder_set,DEV123,IMEI0001,
browser,BR00525,2025-07-11 07:05:00,,,,,,https://www.example.com/cinema/horaires,,,,browser,visit,DEV123,IMEI0001,recherche
app_event,AP00526,2025-07-11 07:05:00,,,,,,,,,,spotify,request,DEV123,IMEI0001,
location,LO00528,2025-07-11 07:10:00,,,,,,,,48.850272,2.339918,location_service,fix,DEV123,IMEI0001,trajet
location,LO00529,2025-07-11 07:10:00,,,,,,,,48.879009,2.338528,location_service,fix,DEV123,IMEI0001,trajet
location,LO00531,2025-07-11 07:13:00,,,,,,,,48.857098,2.323746,location_service,fix,DEV123,IMEI0001,trajet
location,LO00533,2025-07-11 07:20:00,,,,,,,,48.871364,2.36876,location_service,fix,DEV123,IMEI0001,trajet
location,LO00535,2025-07-11 07:21:00,,,,,,,,48.884135,2.346859,location_service,fix,DEV123,IMEI0001,trajet
browser,BR00540,2025-07-11 07:25:00,,,,,,https://www.example.com/transport/metro,,,,browser,visit,DEV123,IMEI0001,recherche
media,ME00542,2025-07-11 07:28:00,,,,,,,VOICEMSG_20250710_000541.amr,,,voice_recorder,voice_saved,DEV123,IMEI0001,memos vocal
location,LO00543,2025-07-11 07:30:00,,,,,,,,48.877027,2.328908,location_service,fix,DEV123,IMEI0001,promenade
browser,BR00547,2025-07-11 07:33:00,,,,,,https://www.example.com/article-cafe-paris,,,,browser,visit,DEV123,IMEI0001,reservation
app_event,AP00554,2025-07-11 07:42:00,,,,,,calendar://event?id=meet_18h,,,,system,reminder_set,DEV123,IMEI0001,
app_event,AP00555,2025-07-11 07:43:00,,,,,,,,,,system,backup,DEV123,IMEI0001,
location,LO00556,2025-07-11 07:43:00,,,,,,,,48.859202,2.363942,location_service,fix,DEV123,IMEI0001,trajet
location,LO00558,2025-07-11 07:52:00,,,,,,,,48.869626,2.358682,location_service,fix,DEV123,IMEI0001,promenade
location,LO00559,2025-07-11 07:56:00,,,,,,,,48.847232,2.361409,location_service,fix,DEV123,IMEI0001,promenade
browser,BR00560,2025-07-11 07:57:00,,,,,,https://www.example.com/article-cafe-paris,,,,browser,visit,DEV123,IMEI0001,reservation
app_event,AP00563,2025-07-11 08:03:00,,,,,,spotify://track/12345,,,,spotify,open_note,DEV123,IMEI0001,
location,LO00567,2025-07-11 08:14:00,,,,,,,,48.856475,2.358527,location_service,fix,DEV123,IMEI0001,position stable
app_event,AP00570,2025-07-11 08:23:00,,,,,,calendar://event?id=meet_18h,,,,maps,start,DEV123,IMEI0001,
location,LO00571,2025-07-11 08:25:00,,,,,,,,48.843577,2.328799,location_service,fix,DEV123,IMEI0001,trajet
app_event,AP00573,2025-07-11 08:30:00,,,,,,"maps://route?to=48.8606,2.3376",,,,notes,start,DEV123,IMEI0001,
location,LO00576,2025-07-11 08:39:00,,,,,,,,48.861822,2.3763,location_service,fix,DEV123,IMEI0001,promenade
location,LO00584,2025-07-11 09:00:00,,,,,,,,48.889202,2.364267,location_service,fix,DEV123,IMEI0001,arret
browser,BR00590,2025-07-11 09:21:00,,,,,,https://www.example.com/restaurant/reservation,,,,browser,visit,DEV123,IMEI0001,reservation
browser,BR00591,2025-07-11 09:24:00,,,,,,https://www.example.com/transport/metro,,,,browser,visit,DEV123,IMEI0001,horaires
location,LO00592,2025-07-11 09:24:00,,,,,,,,48.876977,2.361907,location_service,fix,DEV123,IMEI0001,promenade
browser,BR00596,2025-07-11 09:36:00,,,,,,https://www.example.com/restaurant/reservation,,,,browser,visit,DEV123,IMEI0001,horaires
location,LO00598,2025-07-11 09:42:00,,,,,,,,48.848819,2.337979,location_service,fix,DEV123,IMEI0001,promenade
media,ME00602,2025-07-11 10:00:00,,,,,,,VOICEMSG_20250710_000601.amr,,,voice_recorder,voice_saved,DEV123,IMEI0001,message vocal court
location,LO00605,2025-07-11 10:08:00,,,,,,,,48.874745,2.335377,location_service,fix,DEV123,IMEI0001,arret
media,ME00608,2025-07-11 10:19:00,,,,,,,VOICEMSG_20250710_000607.amr,,,voice_recorder,voice_saved,DEV123,IMEI0001,memos vocal
location,LO00623,2025-07-11 11:08:00,,,,,,,,48.844965,2.361653,location_service,fix,DEV123,IMEI0001,position stable
browser,BR00624,2025-07-11 11:13:00,,,,,,https://www.example.com/article-cafe-paris,,,,browser,visit,DEV123,IMEI0001,lecture article
app_event,AP00625,2025-07-11 11:14:00,,,,,,whatsapp://chat?u=emma,,,,maps,play,DEV123,IMEI0001,
location,LO00626,2025-07-11 11:14:00,,,,,,,,48.841971,2.360945,location_service,fix,DEV123,IMEI0001,arret
app_event,AP00630,2025-07-11 11:25:00,,,,,,"maps://route?to=48.8606,2.3376",,,,weather,event_created,DEV123,IMEI0001,
location,LO00631,2025-07-11 11:28:00,,,,,,,,48.853688,2.354437,location_service,fix,DEV123,IMEI0001,position stable
browser,BR00637,2025-07-11 11:43:00,,,,,,https://www.example.com/restaurant/reservation,,,,browser,visit,DEV123,IMEI0001,recherche
location,LO00641,2025-07-11 11:52:00,,,,,,,,48.879849,2.337827,location_service,fix,DEV123,IMEI0001,position stable
location,LO00646,2025-07-11 12:02:00,,,,,,,,48.889526,2.351303,location_service,fix,DEV123,IMEI0001,arret
app_event,AP00654,2025-07-11 12:20:00,,,,,,calendar://event?id=meet_18h,,,,weather,request,DEV123,IMEI0001,
browser,BR00656,2025-07-11 12:21:00,,,,,,https://www.example.com/article-cafe-paris,,,,browser,visit,DEV123,IMEI0001,lecture article
media,ME00658,2025-07-11 12:28:00,,,,,,,VOICEMSG_20250710_000657.amr,,,voice_recorder,voice_saved,DEV123,IMEI0001,memos vocal
media,ME00665,2025-07-11 12:42:00,,,,,,,VOICEMSG_20250710_000664.amr,,,voice_recorder,voice_saved,DEV123,IMEI0001,memos vocal
browser,BR00666,2025-07-11 12:43:00,,,,,,https://www.example.com/transport/metro,,,,browser,visit,DEV123,IMEI0001,reservation
location,LO00673,2025-07-11 12:54:00,,,,,,,,48.859427,2.341369,location_service,fix,DEV123,IMEI0001,arret
browser,BR00674,2025-07-11 12:58:00,,,,,,https://www.example.com/article-cafe-paris,,,,browser,visit,DEV123,IMEI0001,reservation
location,LO00675,2025-07-11 13:00:00,,,,,,,,48.886475,2.373869,location_service,fix,DEV123,IMEI0001,arret
browser,BR00676,2025-07-11 13:03:00,,,,,,https://www.example.com/transport/metro,,,,browser,visit,DEV123,IMEI0001,reservation
app_event,AP00683,2025-07-11 13:13:00,,,,,,,,,,email,event_created,DEV123,IMEI0001,
app_event,AP00684,2025-07-11 13:18:00,,,,,,whatsapp://chat?u=emma,,,,calendar,play,DEV123,IMEI0001,
browser,BR00690,2025-07-11 13:34:00,,,,,,https://www.example.com/transport/metro,,,,browser,visit,DEV123,IMEI0001,recherche
location,LO00691,2025-07-11 13:38:00,,,,,,,,48.868228,2.367261,location_service,fix,DEV123,IMEI0001,promenade
location,LO00694,2025-07-11 13:45:00,,,,,,,,48.881846,2.335271,location_service,fix,DEV123,IMEI0001,arret
app_event,AP00706,2025-07-11 14:20:00,,,,,,whatsapp://chat?u=emma,,,,ride_hailing,login,DEV123,IMEI0001,
app_event,AP00721,2025-07-11 14:56:00,,,,,,"uber://request?to=48.8566,2.3522",,,,maps,request,DEV123,IMEI0001,
browser,BR00723,2025-07-11 15:02:00,,,,,,https://www.example.com/article-cafe-paris,,,,browser,visit,DEV123,IMEI0001,lecture article
browser,BR00726,2025-07-11 15:13:00,,,,,,https://www.example.com/cinema/horaires,,,,browser,visit,DEV123,IMEI0001,recherche
app_event,AP00727,2025-07-11 15:15:00,,,,,,system://update?check=1,,,,voice_recorder,request,DEV123,IMEI0001,
location,LO00731,2025-07-11 15:25:00,,,,,,,,48.841046,2.355065,location_service,fix,DEV123,IMEI0001,trajet
browser,BR00735,2025-07-11 15:31:00,,,,,,https://www.example.com/restaurant/reservation,,,,browser,visit,DEV123,IMEI0001,lecture article
app_event,AP00736,2025-07-11 15:35:00,,,,,,spotify://track/12345,,,,browser,fitness_start,DEV123,IMEI0001,
location,LO00738,2025-07-11 15:37:00,,,,,,,,48.867268,2.375753,location_service,fix,DEV123,IMEI0001,trajet
location,LO00739,2025-07-11 15:37:00,,,,,,,,48.881626,2.338492,location_service,fix,DEV123,IMEI0001,promenade
app_event,AP00741,2025-07-11 15:43:00,,,,,,calendar://event?id=meet_18h,,,,system,backup,DEV123,IMEI0001,
