record_type,id,timestamp,direction,from,to,phone_hash,contact_name,message,media_filename,gps_lat,gps_lon,app,app_event,device_id,imei,notes
browser,BR00033,2025-07-10 10:14:00,,,,,,https://www.example.com/restaurant/reservation,,,,browser,visit,DEV123,IMEI0001,lecture article
location,LO00034,2025-07-10 10:14:00,,,,,,,,48.884277,2.354685,location_service,fix,DEV123,IMEI0001,arret
sms,SM00035,2025-07-10 10:18:00,outgoing,+33600000001,+33618181818,hash_26u1,Alex,On garde la meme heure pour demain ?,,,,sms,sent,DEV123,IMEI0001,
browser,BR00036,2025-07-10 10:19:00,,,,,,https://www.example.com/article-cafe-paris,,,,browser,visit,DEV123,IMEI0001,recherche
sms,SM00037,2025-07-10 10:23:00,outgoing,+33600000001,+33620202020,hash_28w3,Ines,Je serai en retard d'environ 10 minutes.,,,,sms,sent,DEV123,IMEI0001,
call,CA00038,2025-07-10 10:27:00,outgoing,+33600000001,+33655555555,hash_10e5,Laura,,,,,phone,call_out,DEV123,IMEI0001,durée 00:09:55
sms,SM00040,2025-07-10 10:33:00,outgoing,+33600000001,+33613131313,hash_21p6,Clara,Tu as vu mon message concernant le projet ?,,,,sms,sent,DEV123,IMEI0001,
email,EM00041,2025-07-10 10:34:00,incoming,client@example.com,user@example.com,hash_email189,Administratif,"Les evenements du weekend : expo, concert, cinema.",,,,email,received,DEV123,IMEI0001,
call,CA00042,2025-07-10 10:34:00,outgoing,+33600000001,+33614141414,hash_22q7,Nicolas,,,,,phone,call_out,DEV123,IMEI0001,manque
call,CA00043,2025-07-10 10:38:00,outgoing,+33600000001,+33722222222,hash_18m3,Livraison,,,,,phone,call_out,DEV123,IMEI0001,durée 00:03:35
sms,SM00044,2025-07-10 10:41:00,incoming,+33666666666,+33600000001,hash_11f6,Sophie,"Bonne nuit, a demain.",,,,sms,received,DEV123,IMEI0001,
sms,SM00045,2025-07-10 10:42:00,outgoing,+33600000001,+33612121212,hash_17l2,Thomas,Quel est le plan pour ce weekend ?,,,,sms,sent,DEV123,IMEI0001,
sms,SM00046,2025-07-10 10:47:00,outgoing,+33600000001,+33611111111,hash_06a1,Emma Dupont,"Salut Emma Dupont, tu es dispo pour un cafe ce soir ?",,,,sms,sent,DEV123,IMEI0001,
location,LO00047,2025-07-10 10:48:00,,,,,,,,48.881763,2.376029,location_service,fix,DEV123,IMEI0001,position stable
sms,SM00048,2025-07-10 10:51:00,incoming,+33633333333,+33600000001,hash_08c3,Maman,Tu as vu mon message concernant le projet ?,,,,sms,received,DEV123,IMEI0001,
sms,SM00049,2025-07-10 10:52:00,incoming,+33611111111,+33600000001,hash_06a1,Emma Dupont,On garde la meme heure pour demain ?,,,,sms,received,DEV123,IMEI0001,
sms,SM00050,2025-07-10 10:53:00,outgoing,+33600000001,+33666666666,hash_11f6,Sophie,Quel est le plan pour ce weekend ?,,,,sms,sent,DEV123,IMEI0001,
app_event,AP00051,2025-07-10 10:56:00,,,,,,notes://open?id=note_1,,,,fitness,open_note,DEV123,IMEI0001,
sms,SM00052,2025-07-10 10:56:00,incoming,+33619191919,+33600000001,hash_27v2,Hugo,"Bonne nuit, a demain.",,,,sms,received,DEV123,IMEI0001,
call,CA00053,2025-07-10 11:00:00,outgoing,+33600000001,+33677777777,hash_12g7,Administratif,,,,,phone,call_out,DEV123,IMEI0001,durée 00:07:21
call,CA00054,2025-07-10 11:01:00,outgoing,+33600000001,+33616161616,hash_24s9,Marc,,,,,phone,call_out,DEV123,IMEI0001,durée 00:13:02
sms,SM00055,2025-07-10 11:05:00,outgoing,+33600000001,+33616161616,hash_24s9,Marc,Peux-tu m'envoyer le document de la reunion ?,,,,sms,sent,DEV123,IMEI0001,
call,CA00056,2025-07-10 11:05:00,incoming,+33655555555,+33600000001,hash_10e5,Laura,,,,,phone,call_in,DEV123,IMEI0001,durée 00:20:02
sms,SM00057,2025-07-10 11:08:00,incoming,+33620202020,+33600000001,hash_28w3,Ines,Tu as vu mon message concernant le projet ?,,,,sms,received,DEV123,IMEI0001,
sms,SM00058,2025-07-10 11:12:00,incoming,+33699999999,+33600000001,hash_14i9,Marine,Je reserve pour 2 personnes a 20h.,,,,sms,received,DEV123,IMEI0001,
call,CA00059,2025-07-10 11:14:00,outgoing,+33600000001,+33613131313,hash_21p6,Clara,,,,,phone,call_out,DEV123,IMEI0001,durée 00:04:58
contact,CO00060,2025-07-10 11:19:00,,,,,,,,,,,,DEV123,IMEI0001,
browser,BR00061,2025-07-10 11:19:00,,,,,,https://www.example.com/article-cafe-paris,,,,browser,visit,DEV123,IMEI0001,lecture article
call,CA00062,2025-07-10 11:20:00,incoming,+33711111111,+33600000001,hash_16k1,ServiceClient,,,,,phone,call_in,DEV123,IMEI0001,durée 00:11:13
app_event,AP00063,2025-07-10 11:25:00,,,,,,notes://open?id=note_1,,,,spotify,login,DEV123,IMEI0001,
sms,SM00064,2025-07-10 11:27:00,outgoing,+33600000001,+33700000000,hash_15j0,AgenceVoyage,Tu as vu mon message concernant le projet ?,,,,sms,sent,DEV123,IMEI0001,
sms,SM00065,2025-07-10 11:27:00,incoming,+33655555555,+33600000001,hash_10e5,Laura,"Bonne nuit, a demain.",,,,sms,received,DEV123,IMEI0001,
sms,SM00066,2025-07-10 11:28:00,outgoing,+33600000001,+33611111111,hash_06a1,Emma Dupont,Peux-tu m'envoyer le document de la reunion ?,,,,sms,sent,DEV123,IMEI0001,
email,EM00067,2025-07-10 11:28:00,outgoing,user@example.com,archive@example.com,hash_email164,Paul Martin,"Bonjour, je t'envoie le compte-rendu de la reunion.",,,,email,sent,DEV123,IMEI0001,
sms,SM00068,2025-07-10 11:29:00,outgoing,+33600000001,+33617171717,hash_25t0,Julie,Je serai en retard d'environ 10 minutes.,,,,sms,sent,DEV123,IMEI0001,
call,CA00069,2025-07-10 11:31:00,incoming,+33666666666,+33600000001,hash_11f6,Sophie,,,,,phone,call_in,DEV123,IMEI0001,manque
contact,CO00071,2025-07-10 11:35:00,,,,,,,,,,,,DEV123,IMEI0001,
sms,SM00072,2025-07-10 11:39:00,outgoing,+33600000001,+33733333333,hash_19n4,Taha,"Je vais te retrouver et t'en mettre une pas deux",,,,sms,sent,DEV123,IMEI0001,
sms,SM00073,2025-07-10 11:42:00,incoming,+33611111111,+33600000001,hash_06a1,Emma Dupont,"Salut Emma Dupont, tu es dispo pour un cafe ce soir ?",,,,sms,received,DEV123,IMEI0001,
browser,BR00075,2025-07-10 11:45:00,,,,,,https://www.example.com/cinema/horaires,,,,browser,visit,DEV123,IMEI0001,lecture article
call,CA00076,2025-07-10 11:48:00,outgoing,+33600000001,+33644444444,hash_09d4,Benjamin,,,,,phone,call_out,DEV123,IMEI0001,durée 00:01:03
sms,SM00077,2025-07-10 11:49:00,outgoing,+33600000001,+33615151515,hash_23r8,Adel,Taha cherche la merde, viens on lui fait un guette apens.,,,,sms,sent,DEV123,IMEI0001,
call,CA00078,2025-07-10 11:49:00,outgoing,+33600000001,+33722222222,hash_18m3,Livraison,,,,,phone,call_out,DEV123,IMEI0001,durée 00:10:47
browser,BR00079,2025-07-10 11:52:00,,,,,,https://www.example.com/transport/metro,,,,browser,visit,DEV123,IMEI0001,recherche
app_event,AP00080,2025-07-10 11:53:00,,,,,,system://update?check=1,,,,whatsapp,event_created,DEV123,IMEI0001,
sms,SM00082,2025-07-10 11:57:00,outgoing,+33600000001,+33688888888,hash_13h8,Adel,Tu peux me trouver un opinel 12?.,,,,sms,sent,DEV123,IMEI0001,
sms,SM00083,2025-07-10 11:59:00,outgoing,+33600000001,+33622223333,hash_30y5,Yann,Je reserve pour 2 personnes a 20h.,,,,sms,sent,DEV123,IMEI0001,
location,LO00084,2025-07-10 12:03:00,,,,,,,,48.852457,2.347036,location_service,fix,DEV123,IMEI0001,position stable
call,CA00085,2025-07-10 12:07:00,incoming,+33616161616,+33600000001,hash_24s9,Marc,,,,,phone,call_in,DEV123,IMEI0001,durée 00:15:43
sms,SM00086,2025-07-10 12:10:00,incoming,+33644444444,+33600000001,hash_09d4,Benjamin,"Bonne nuit, a demain.",,,,sms,received,DEV123,IMEI0001,
sms,SM00087,2025-07-10 12:13:00,outgoing,+33600000001,+33617171717,hash_25t0,Julie,"Merci, j'ai bien recu le fichier.",,,,sms,sent,DEV123,IMEI0001,
sms,SM00088,2025-07-10 12:17:00,incoming,+33711111111,+33600000001,hash_16k1,ServiceClient,Peux-tu confirmer la reservation ?,,,,sms,received,DEV123,IMEI0001,
app_event,AP00090,2025-07-10 12:23:00,,,,,,spotify://track/12345,,,,whatsapp,fitness_start,DEV123,IMEI0001,
sms,SM00091,2025-07-10 12:26:00,outgoing,+33600000001,+33700000000,hash_15j0,AgenceVoyage,Quel est le plan pour ce weekend ?,,,,sms,sent,DEV123,IMEI0001,
email,EM00092,2025-07-10 12:27:00,incoming,newsletter@example.com,user@example.com,hash_email129,Marc,"Bonjour, je t'envoie le compte-rendu de la reunion.",,,,email,received,DEV123,IMEI0001,
contact,CO00093,2025-07-10 12:31:00,,,,,,,,,,,,DEV123,IMEI0001,
call,CA00094,2025-07-10 12:32:00,outgoing,+33600000001,+33733333333,hash_19n4,Lucas,,,,,phone,call_out,DEV123,IMEI0001,durée 00:19:39
sms,SM00095,2025-07-10 12:34:00,outgoing,+33600000001,+33611111111,hash_06a1,Emma Dupont,Tu as vu mon message concernant le projet ?,,,,sms,sent,DEV123,IMEI0001,
sms,SM00096,2025-07-10 12:39:00,incoming,+33617171717,+33600000001,hash_25t0,Julie,Je reserve pour 2 personnes a 20h.,,,,sms,received,DEV123,IMEI0001,
call,CA00097,2025-07-10 12:41:00,incoming,+33615151515,+33600000001,hash_23r8,Isabelle,,,,,phone,call_in,DEV123,IMEI0001,durée 00:15:54
location,LO00098,2025-07-10 12:46:00,,,,,,,,48.847933,2.345320,location_service,fix,DEV123,IMEI0001,position stable
location,LO00099,2025-07-10 12:46:00,,,,,,,,48.853318,2.338883,location_service,fix,DEV123,IMEI0001,arret
location,LO00100,2025-07-10 12:49:00,,,,,,,,48.844635,2.343386,location_service,fix,DEV123,IMEI0001,position stable
location,LO00101,2025-07-10 12:50:00,,,,,,,,48.889514,2.320438,location_service,fix,DEV123,IMEI0001,arret
sms,SM00102,2025-07-10 12:50:00,outgoing,+33600000001,+33700000000,hash_15j0,AgenceVoyage,Je serai en retard d'environ 10 minutes.,,,,sms,sent,DEV123,IMEI0001,
app_event,AP00103,2025-07-10 12:53:00,,,,,,"uber://request?to=48.8566,2.3522",,,,voice_recorder,route_requested,DEV123,IMEI0001,
call,CA00104,2025-07-10 12:55:00,outgoing,+33600000001,+33722222222,hash_18m3,Livraison,,,,,phone,call_out,DEV123,IMEI0001,durée 00:19:55
sms,SM00105,2025-07-10 12:57:00,incoming,+33620202020,+33600000001,hash_28w3,Adel,J'ai ce qu'il te faut et même un glock.,,,,sms,received,DEV123,IMEI0001,
sms,SM00106,2025-07-10 12:59:00,outgoing,+33600000001,+33621212121,hash_29x4,Olivia,Je serai en retard d'environ 10 minutes.,,,,sms,sent,DEV123,IMEI0001,
browser,BR00107,2025-07-10 13:00:00,,,,,,https://www.example.com/cinema/horaires,,,,browser,visit,DEV123,IMEI0001,recherche
location,LO00108,2025-07-10 13:03:00,,,,,,,,48.877755,2.333845,location_service,fix,DEV123,IMEI0001,arret
sms,SM00109,2025-07-10 13:07:00,incoming,+33733333333,+33600000001,hash_19n4,Lucas,Je serai en retard d'environ 10 minutes.,,,,sms,received,DEV123,IMEI0001,
browser,BR00110,2025-07-10 13:11:00,,,,,,https://www.example.com/transport/metro,,,,browser,visit,DEV123,IMEI0001,recherche
sms,SM00111,2025-07-10 13:11:00,outgoing,+33600000001,+33655555555,hash_10e5,Laura,Quel est le plan pour ce weekend ?,,,,sms,sent,DEV123,IMEI0001,
sms,SM00112,2025-07-10 13:16:00,outgoing,+33600000001,+33620202020,hash_28w3,Ines,Tu as vu mon message concernant le projet ?,,,,sms,sent,DEV123,IMEI0001,
sms,SM00113,2025-07-10 13:16:00,outgoing,+33600000001,+33677777777,hash_12g7,Administratif,"Bonne nuit, a demain.",,,,sms,sent,DEV123,IMEI0001,
contact,CO00114,2025-07-10 13:18:00,,,,,,,,,,,,DEV123,IMEI0001,
sms,SM00115,2025-07-10 13:19:00,outgoing,+33600000001,+33619191919,hash_27v2,Hugo,Peux-tu confirmer la reservation ?,,,,sms,sent,DEV123,IMEI0001,
sms,SM00116,2025-07-10 13:23:00,incoming,+33617171717,+33600000001,hash_25t0,Julie,On garde la meme heure pour demain ?,,,,sms,received,DEV123,IMEI0001,
sms,SM00117,2025-07-10 13:23:00,outgoing,+33600000001,+33617171717,hash_25t0,Julie,Peux-tu confirmer la reservation ?,,,,sms,sent,DEV123,IMEI0001,
sms,SM00118,2025-07-10 13:28:00,outgoing,+33600000001,+33733333333,hash_19n4,Lucas,Je serai en retard d'environ 10 minutes.,,,,sms,sent,DEV123,IMEI0001,
sms,SM00119,2025-07-10 13:33:00,outgoing,+33600000001,+33612121212,hash_17l2,Adel,Parfait je vais lui donner rendez vous,,,,sms,sent,DEV123,IMEI0001,
call,CA00120,2025-07-10 13:34:00,outgoing,+33600000001,+33615151515,hash_23r8,Isabelle,,,,,phone,call_out,DEV123,IMEI0001,durée 00:06:54
sms,SM00121,2025-07-10 13:36:00,outgoing,+33600000001,+33622222222,hash_07b2,Paul Martin,"Merci, j'ai bien recu le fichier.",,,,sms,sent,DEV123,IMEI0001,
browser,BR00122,2025-07-10 13:37:00,,,,,,https://www.example.com/article-cafe-paris,,,,browser,visit,DEV123,IMEI0001,horaires
contact,CO00123,2025-07-10 13:38:00,,,,,,,,,,,,DEV123,IMEI0001,
sms,SM00124,2025-07-10 13:42:00,outgoing,+33600000001,+33722222222,hash_18m3,Livraison,"Merci, j'ai bien recu le fichier.",,,,sms,sent,DEV123,IMEI0001,
email,EM00125,2025-07-10 13:47:00,incoming,alerts@example.com,user@example.com,hash_email420,Benjamin,Votre entretien est confirme.,,,,email,received,DEV123,IMEI0001,
location,LO00126,2025-07-10 13:52:00,,,,,,,,48.847798,2.324312,location_service,fix,DEV123,IMEI0001,trajet
sms,SM00127,2025-07-10 13:54:00,outgoing,+33600000001,+33733333333,hash_19n4,Adel,Je l'ai tué, mdrr il s'est vidé de son sang.,,,,sms,sent,DEV123,IMEI0001,
sms,SM00128,2025-07-10 13:56:00,outgoing,+33600000001,+33711111111,hash_16k1,ServiceClient,On garde la meme heure pour demain ?,,,,sms,sent,DEV123,IMEI0001,
sms,SM00129,2025-07-10 13:59:00,outgoing,+33600000001,+33616161616,hash_24s9,Marc,Quel est le plan pour ce weekend ?,,,,sms,sent,DEV123,IMEI0001,
location,LO00130,2025-07-10 14:02:00,,,,,,,,48.841230,2.328803,location_service,fix,DEV123,IMEI0001,trajet
sms,SM00131,2025-07-10 14:07:00,outgoing,+33600000001,+33655555555,hash_10e5,Laura,Peux-tu confirmer la reservation ?,,,,sms,sent,DEV123,IMEI0001,
sms,SM00132,2025-07-10 14:12:00,incoming,+33699999999,+33600000001,hash_14i9,Marine,"Salut Marine, tu es dispo pour un cafe ce soir ?",,,,sms,received,DEV123,IMEI0001,
call,CA00133,2025-07-10 14:14:00,incoming,+33621212121,+33600000001,hash_29x4,Olivia,,,,,phone,call_in,DEV123,IMEI0001,durée 00:12:06
app_event,AP00134,2025-07-10 14:14:00,,,,,,calendar://event?id=meet_18h,,,,voice_recorder,forecast_view,DEV123,IMEI0001,
sms,SM00135,2025-07-10 14:18:00,outgoing,+33600000001,+33644444444,hash_09d4,Benjamin,Tu as vu mon message concernant le projet ?,,,,sms,sent,DEV123,IMEI0001,
sms,SM00136,2025-07-10 14:23:00,incoming,+33622222222,+33600000001,hash_07b2,Paul Martin,Peux-tu m'envoyer le document de la reunion ?,,,,sms,received,DEV123,IMEI0001,
sms,SM00137,2025-07-10 14:25:00,outgoing,+33600000001,+33655555555,hash_10e5,Laura,Quel est le plan pour ce weekend ?,,,,sms,sent,DEV123,IMEI0001,
sms,SM00138,2025-07-10 14:30:00,outgoing,+33600000001,+33666666666,hash_11f6,Sophie,Peux-tu m'envoyer le document de la reunion ?,,,,sms,sent,DEV123,IMEI0001,
sms,SM00139,2025-07-10 14:32:00,outgoing,+33600000001,+33688888888,hash_13h8,Samir,On garde la meme heure pour demain ?,,,,sms,sent,DEV123,IMEI0001,
location,LO00140,2025-07-10 14:36:00,,,,,,,,48.888054,2.364402,location_service,fix,DEV123,IMEI0001,trajet
sms,SM00141,2025-07-10 14:39:00,outgoing,+33600000001,+33612121212,hash_17l2,Thomas,Je serai en retard d'environ 10 minutes.,,,,sms,sent,DEV123,IMEI0001,
email,EM00142,2025-07-10 14:44:00,outgoing,user@example.com,archive@example.com,hash_email215,Nicolas,"Bonjour, je t'envoie le compte-rendu de la reunion.",,,,email,sent,DEV123,IMEI0001,
call,CA00143,2025-07-10 14:45:00,outgoing,+33600000001,+33617171717,hash_25t0,Julie,,,,,phone,call_out,DEV123,IMEI0001,durée 00:16:12
email,EM00144,2025-07-10 14:45:00,incoming,newsletter@example.com,user@example.com,hash_email68,Sophie,"Les evenements du weekend : expo, concert, cinema.",,,,email,received,DEV123,IMEI0001,
contact,CO00145,2025-07-10 14:45:00,,,,,,,,,,,,DEV123,IMEI0001,
sms,SM00146,2025-07-10 14:45:00,outgoing,+33600000001,+33699999999,hash_14i9,Marine,Quel est le plan pour ce weekend ?,,,,sms,sent,DEV123,IMEI0001,
sms,SM00147,2025-07-10 14:45:00,outgoing,+33600000001,+33614141414,hash_22q7,Nicolas,Peux-tu confirmer la reservation ?,,,,sms,sent,DEV123,IMEI0001,
sms,SM00148,2025-07-10 14:50:00,outgoing,+33600000001,+33633333333,hash_08c3,Maman,"Salut Maman, tu es dispo pour un cafe ce soir ?",,,,sms,sent,DEV123,IMEI0001,
call,CA00149,2025-07-10 14:50:00,incoming,+33612121212,+33600000001,hash_17l2,Thomas,,,,,phone,call_in,DEV123,IMEI0001,durée 00:02:24
email,EM00150,2025-07-10 14:53:00,outgoing,user@example.com,archive@example.com,hash_email379,Ines,"Bonjour, je t'envoie le compte-rendu de la reunion.",,,,email,sent,DEV123,IMEI0001,
call,CA00151,2025-07-10 14:57:00,outgoing,+33600000001,+33711111111,hash_16k1,ServiceClient,,,,,phone,call_out,DEV123,IMEI0001,durée 00:04:27
location,LO00152,2025-07-10 14:59:00,,,,,,,,48.875185,2.333514,location_service,fix,DEV123,IMEI0001,position stable
sms,SM00153,2025-07-10 14:59:00,incoming,+33621212121,+33600000001,hash_29x4,Olivia,On garde la meme heure pour demain ?,,,,sms,received,DEV123,IMEI0001,
sms,SM00154,2025-07-10 15:01:00,outgoing,+33600000001,+33633333333,hash_08c3,Maman,"Bonne nuit, a demain.",,,,sms,sent,DEV123,IMEI0001,
sms,SM00155,2025-07-10 15:04:00,incoming,+33619191919,+33600000001,hash_27v2,Hugo,Quel est le plan pour ce weekend ?,,,,sms,received,DEV123,IMEI0001,
call,CA00156,2025-07-10 15:05:00,incoming,+33688888888,+33600000001,hash_13h8,Samir,,,,,phone,call_in,DEV123,IMEI0001,durée 00:04:07
sms,SM00157,2025-07-10 15:06:00,outgoing,+33600000001,+33644444444,hash_09d4,Benjamin,Tu as vu mon message concernant le projet ?,,,,sms,sent,DEV123,IMEI0001,
location,LO00158,2025-07-10 15:07:00,,,,,,,,48.869439,2.345248,location_service,fix,DEV123,IMEI0001,trajet
call,CA00159,2025-07-10 15:10:00,incoming,+33699999999,+33600000001,hash_14i9,Marine,,,,,phone,call_in,DEV123,IMEI0001,manque
location,LO00160,2025-07-10 15:15:00,,,,,,,,48.886657,2.374408,location_service,fix,DEV123,IMEI0001,trajet
sms,SM00161,2025-07-10 15:17:00,outgoing,+33600000001,+33744445555,hash_31z6,AgenceImmo,Je reserve pour 2 personnes a 20h.,,,,sms,sent,DEV123,IMEI0001,
location,LO00162,2025-07-10 15:22:00,,,,,,,,48.845197,2.365664,location_service,fix,DEV123,IMEI0001,arret
sms,SM00163,2025-07-10 15:23:00,outgoing,+33600000001,+33622222222,hash_07b2,Paul Martin,"Merci, j'ai bien recu le fichier.",,,,sms,sent,DEV123,IMEI0001,
browser,BR00164,2025-07-10 15:26:00,,,,,,https://www.example.com/cinema/horaires,,,,browser,visit,DEV123,IMEI0001,lecture article
email,EM00165,2025-07-10 15:29:00,outgoing,user@example.com,team@example.com,hash_email212,Marc,"Les evenements du weekend : expo, concert, cinema.",,,,email,sent,DEV123,IMEI0001,
call,CA00166,2025-07-10 15:34:00,incoming,+33733333333,+33600000001,hash_19n4,Lucas,,,,,phone,call_in,DEV123,IMEI0001,manque
browser,BR00167,2025-07-10 15:37:00,,,,,,https://www.example.com/cinema/horaires,,,,browser,visit,DEV123,IMEI0001,lecture article
sms,SM00168,2025-07-10 15:41:00,incoming,+33733333333,+33600000001,hash_19n4,Lucas,On garde la meme heure pour demain ?,,,,sms,received,DEV123,IMEI0001,
email,EM00169,2025-07-10 15:45:00,outgoing,user@example.com,team@example.com,hash_email355,Sophie,Votre entretien est confirme.,,,,email,sent,DEV123,IMEI0001,
sms,SM00170,2025-07-10 15:48:00,incoming,+33722222222,+33600000001,hash_18m3,Livraison,Je reserve pour 2 personnes a 20h.,,,,sms,received,DEV123,IMEI0001,
location,LO00171,2025-07-10 15:52:00,,,,,,,,48.850201,2.333395,location_service,fix,DEV123,IMEI0001,promenade
browser,BR00172,2025-07-10 15:55:00,,,,,,https://www.example.com/restaurant/reservation,,,,browser,visit,DEV123,IMEI0001,recherche
browser,BR00173,2025-07-10 15:59:00,,,,,,https://www.example.com/article-cafe-paris,,,,browser,visit,DEV123,IMEI0001,lecture article
location,LO00174,2025-07-10 16:04:00,,,,,,,,48.874131,2.346265,location_service,fix,DEV123,IMEI0001,position stable
email,EM00175,2025-07-10 16:09:00,incoming,client@example.com,user@example.com,hash_email20,Laura,Votre entretien est confirme.,,,,email,received,DEV123,IMEI0001,
call,CA00176,2025-07-10 16:14:00,outgoing,+33600000001,+33611111111,hash_06a1,Emma Dupont,,,,,phone,call_out,DEV123,IMEI0001,durée 00:09:43
sms,SM00177,2025-07-10 16:18:00,outgoing,+33600000001,+33619191919,hash_27v2,Hugo,"Bonne nuit, a demain.",,,,sms,sent,DEV123,IMEI0001,
location,LO00178,2025-07-10 16:20:00,,,,,,,,48.855880,2.340479,location_service,fix,DEV123,IMEI0001,promenade
browser,BR00179,2025-07-10 16:23:00,,,,,,https://www.example.com/article-cafe-paris,,,,browser,visit,DEV123,IMEI0001,horaires
sms,SM00180,2025-07-10 16:27:00,incoming,+33688888888,+33600000001,hash_13h8,Samir,"Merci, j'ai bien recu le fichier.",,,,sms,received,DEV123,IMEI0001,
browser,BR00181,2025-07-10 16:32:00,,,,,,https://www.example.com/cinema/horaires,,,,browser,visit,DEV123,IMEI0001,horaires
sms,SM00182,2025-07-10 16:36:00,incoming,+33620202020,+33600000001,hash_28w3,Ines,Peux-tu confirmer la reservation ?,,,,sms,received,DEV123,IMEI0001,
sms,SM00183,2025-07-10 16:36:00,outgoing,+33600000001,+33644444444,hash_09d4,Benjamin,"Merci, j'ai bien recu le fichier.",,,,sms,sent,DEV123,IMEI0001,
browser,BR00185,2025-07-10 16:45:00,,,,,,https://www.example.com/restaurant/reservation,,,,browser,visit,DEV123,IMEI0001,horaires
sms,SM00186,2025-07-10 16:48:00,incoming,+33677777777,+33600000001,hash_12g7,Administratif,"Bonne nuit, a demain.",,,,sms,received,DEV123,IMEI0001,
sms,SM00187,2025-07-10 16:53:00,outgoing,+33600000001,+33666666666,hash_11f6,Sophie,On garde la meme heure pour demain ?,,,,sms,sent,DEV123,IMEI0001,
sms,SM00188,2025-07-10 16:53:00,incoming,+33619191919,+33600000001,hash_27v2,Hugo,"Merci, j'ai bien recu le fichier.",,,,sms,received,DEV123,IMEI0001,
sms,SM00189,2025-07-10 16:54:00,outgoing,+33600000001,+33615151515,hash_23r8,Isabelle,Je reserve pour 2 personnes a 20h.,,,,sms,sent,DEV123,IMEI0001,
