id_message,id_fil,appareil,horodatage,sens,canal,nom_contact,alias_contact,role_contact,identifiant_contact,objet_email,apercu_message,indice_lieu,pieces_jointes,types_pj,score_risque,mots_cles
msg_021,fil_008,iPhone4_Gustavo,2010-03-24 12:34:55,reçu,SMS,Tyrus Kitt,Tyrus,sécurité,+1-505-2567-4423,,Le convoi est parti. Arrivée prévue 20h.,Route vers El Paso,non,,76,transport;horaire
msg_022,fil_008,iPhone4_Gustavo,2010-03-24 12:40:12,envoyé,SMS,Tyrus Kitt,Tyrus,sécurité,+1-505-2567-4423,,OK. Équipe de réception prête à la frontière.,Route vers El Paso,non,,78,réception;frontière
msg_023,fil_009,iPhone4_Gustavo,2010-03-25 15:18:47,reçu,WhatsApp,Declan,Declan,acheteur,+1-520-3456-7821,,Intéressé par 50 livres par semaine. Quel prix?,Phoenix Arizona,non,,84,négociation;volume
msg_024,fil_009,iPhone4_Gustavo,2010-03-25 15:45:29,envoyé,WhatsApp,Declan,Declan,acheteur,+1-520-3456-7821,,35k la livre pour cette quantité. Qualité garantie.,Phoenix Arizona,non,,82,prix;négociation
msg_025,fil_001,iPhone4_Gustavo,2010-03-26 09:23:41,reçu,SMS,Walter White,Heisenberg,chimiste,+1-505-2891-4422,,Nouveau batch prêt. Rendement exceptionnel ce coup-ci.,Lab de Laverie A1A,non,,87,production;qualité
msg_026,fil_001,iPhone4_Gustavo,2010-03-26 09:35:18,envoyé,SMS,Walter White,Heisenberg,chimiste,+1-505-2891-4422,,Excellent travail. Prépare 100 livres pour Phoenix.,Lab de Laverie A1A,non,,85,commande;destination
msg_027,fil_004,iPhone4_Gustavo,2010-03-27 14:02:33,reçu,WhatsApp,Saul Goodman,Avocat,avocat,saul.goodman@better-call.com,,Attention: nouvelle enquête DEA sur les laveries de la zone.,Cabinet juridique Downtown,non,,95,DEA;enquête;alerte
msg_028,fil_004,iPhone4_Gustavo,2010-03-27 14:15:52,envoyé,WhatsApp,Saul Goodman,Avocat,avocat,saul.goodman@better-call.com,,Merci. On suspend temporairement. Diversifie les circuits.,Cabinet juridique Downtown,non,,93,suspension;stratégie
msg_029,fil_010,iPhone4_Gustavo,2010-03-28 11:47:23,reçu,SMS,Hector Salamanca,Tio,cartel,+1-505-2789-3312,,Le cartel veut 200 livres. Prix négociable.,Frontière mexicaine,non,,89,cartel;gros_volume
msg_030,fil_010,iPhone4_Gustavo,2010-03-28 12:05:41,envoyé,SMS,Hector Salamanca,Tio,cartel,+1-505-2789-3312,,On discute en personne. Pas par téléphone.,Frontière mexicaine,non,,87,sécurité;rendez-vous
msg_031,fil_002,iPhone4_Gustavo,2010-03-29 18:22:09,reçu,SMS,Jesse Pinkman,Cap'n Cook,distributeur,+1-505-2156-8891,,Skinny Pete a trouvé de nouveaux clients à Santa Fe,Santa Fe Nouveau-Mexique,non,,71,nouveau_territoire;expansion
msg_032,fil_002,iPhone4_Gustavo,2010-03-29 18:35:44,envoyé,SMS,Jesse Pinkman,Cap'n Cook,distributeur,+1-505-2156-8891,,Bon. Mais test d'abord avec petite quantité.,Santa Fe Nouveau-Mexique,non,,69,test;prudence
msg_033,fil_005,iPhone4_Gustavo,2010-03-30 08:41:18,reçu,Email,Lydia Rodarte-Quayle,Madrigal,fournisseur,lydia.rq@madrigal-electric.com,URGENT - Contrôle inventaire,Inspection prévue semaine prochaine. Il faut ajuster les manifestes.,Siège Madrigal,non,,91,inspection;falsification
msg_034,fil_005,iPhone4_Gustavo,2010-03-30 09:12:37,envoyé,Email,Lydia Rodarte-Quayle,Madrigal,fournisseur,lydia.rq@madrigal-electric.com,RE: URGENT - Contrôle inventaire,Compris. Envoie-moi les documents à corriger.,Siège Madrigal,non,,89,document;falsification
msg_035,fil_003,iPhone4_Gustavo,2010-03-31 16:44:52,reçu,SMS,Mike Ehrmantraut,Mike,sécurité,+1-505-2344-7712,,Le problème est réglé. Pas de traces.,Désert Nouveau-Mexique,non,,94,élimination;confirmé
msg_036,fil_003,iPhone4_Gustavo,2010-03-31 16:52:29,envoyé,SMS,Mike Ehrmantraut,Mike,sécurité,+1-505-2344-7712,,Bien. Paiement habituel viré sur ton compte.,Désert Nouveau-Mexique,non,,92,paiement;élimination
msg_037,fil_006,iPhone4_Gustavo,2010-04-01 10:33:15,reçu,SMS,Gale Boetticher,Gale,chimiste_assistant,+1-505-2678-3341,,Nouvelle recette testée. Pureté atteint 99.3%!,Lab souterrain,non,,86,innovation;qualité
msg_038,fil_006,iPhone4_Gustavo,2010-04-01 10:48:21,envoyé,SMS,Gale Boetticher,Gale,chimiste_assistant,+1-505-2678-3341,,Impressionnant. Documente tout le processus.,Lab souterrain,non,,84,documentation;processus
msg_039,fil_007,iPhone4_Gustavo,2010-04-02 13:25:39,reçu,WhatsApp,Skyler White,Sky,blanchiment,+1-505-2445-9823,,Besoin d'investir ailleurs. La laverie attire trop l'attention.,A1A Car Wash,non,,77,risque;diversification
msg_040,fil_007,iPhone4_Gustavo,2010-04-02 13:41:06,envoyé,WhatsApp,Skyler White,Sky,blanchiment,+1-505-2445-9823,,D'accord. Cherche restaurant ou station-service.,A1A Car Wash,non,,75,investissement;couverture
msg_041,fil_011,iPhone4_Gustavo,2010-04-03 19:15:44,reçu,SMS,Victor,Victor,sécurité,+1-505-2891-5634,,Les caméras sont installées sur tout le périmètre.,Entrepôt Los Pollos,non,,68,surveillance;installation
msg_042,fil_011,iPhone4_Gustavo,2010-04-03 19:28:12,envoyé,SMS,Victor,Victor,sécurité,+1-505-2891-5634,,Parfait. Garde un œil 24/7.,Entrepôt Los Pollos,non,,66,surveillance;consigne
msg_043,fil_009,iPhone4_Gustavo,2010-04-04 11:52:27,reçu,WhatsApp,Declan,Declan,acheteur,+1-520-3456-7821,,Premier lot reçu. Qualité exceptionnelle. On continue.,Phoenix Arizona,non,,80,satisfaction;continuation
msg_044,fil_009,iPhone4_Gustavo,2010-04-04 12:08:45,envoyé,WhatsApp,Declan,Declan,acheteur,+1-520-3456-7821,,Excellent. Prochain envoi jeudi.,Phoenix Arizona,non,,78,planning;livraison
msg_045,fil_001,iPhone4_Gustavo,2010-04-05 07:34:19,reçu,SMS,Walter White,Heisenberg,chimiste,+1-505-2891-4422,,Problème avec le système de ventilation. On doit arrêter.,Lab de Laverie A1A,non,,79,problème_technique;arrêt
msg_046,fil_001,iPhone4_Gustavo,2010-04-05 07:48:33,envoyé,SMS,Walter White,Heisenberg,chimiste,+1-505-2891-4422,,Fais venir un technicien de confiance. Discret.,Lab de Laverie A1A,non,,77,réparation;discrétion
msg_047,fil_008,iPhone4_Gustavo,2010-04-06 14:21:08,reçu,SMS,Tyrus Kitt,Tyrus,sécurité,+1-505-2567-4423,,Checkpoint frontalier renforcé. On change d'itinéraire.,Frontière Texas,non,,88,frontière;alerte
msg_048,fil_008,iPhone4_Gustavo,2010-04-06 14:35:51,envoyé,SMS,Tyrus Kitt,Tyrus,sécurité,+1-505-2567-4423,,Bon plan. Utilise la route secondaire.,Frontière Texas,non,,86,itinéraire_alternatif
msg_049,fil_012,iPhone4_Gustavo,2010-04-07 09:42:36,reçu,WhatsApp,Huell Babineaux,Huell,sécurité,+1-505-2334-8812,,Les fonds sont récupérés. 280k en liquide.,Albuquerque Centre,non,,83,argent;récupération
msg_050,fil_012,iPhone4_Gustavo,2010-04-07 09:55:14,envoyé,WhatsApp,Huell Babineaux,Huell,sécurité,+1-505-2334-8812,,Dépose au coffre habituel. Recompte tout.,Albuquerque Centre,non,,81,sécurité;consigne
msg_051,fil_004,iPhone4_Gustavo,2010-04-08 15:18:29,reçu,WhatsApp,Saul Goodman,Avocat,avocat,saul.goodman@better-call.com,,Société offshore créée aux Bahamas. Papers en route.,Cabinet juridique Downtown,non,,74,offshore;création
msg_052,fil_004,iPhone4_Gustavo,2010-04-08 15:32:47,envoyé,WhatsApp,Saul Goodman,Avocat,avocat,saul.goodman@better-call.com,,Bien. Commence à transférer par petits montants.,Cabinet juridique Downtown,non,,76,transfert;blanchiment
msg_053,fil_002,iPhone4_Gustavo,2010-04-09 20:14:53,reçu,SMS,Jesse Pinkman,Cap'n Cook,distributeur,+1-505-2156-8891,,Badger s'est fait arrêter avec 2 onces sur lui,Albuquerque Police Station,non,,96,arrestation;risque
msg_054,fil_002,iPhone4_Gustavo,2010-04-09 20:28:16,envoyé,SMS,Jesse Pinkman,Cap'n Cook,distributeur,+1-505-2156-8891,,Merde. J'appelle Saul immédiatement.,Albuquerque Police Station,non,,94,avocat;urgence
msg_055,fil_003,iPhone4_Gustavo,2010-04-10 12:45:31,reçu,SMS,Mike Ehrmantraut,Mike,sécurité,+1-505-2344-7712,,Possible indic dans l'équipe. Je surveille.,Entrepôt surveillance,non,,91,taupe;investigation
msg_056,fil_003,iPhone4_Gustavo,2010-04-10 13:02:09,envoyé,SMS,Mike Ehrmantraut,Mike,sécurité,+1-505-2344-7712,,Identifie-le vite. On ne peut pas se permettre de fuite.,Entrepôt surveillance,non,,93,urgence;sécurité
msg_057,fil_013,iPhone4_Gustavo,2010-04-11 08:27:44,reçu,Email,Bogdan Wolynetz,Bogdan,façade,bogdan@eyebrowcarwash.com,Proposition rachat,J'ai un acheteur pour la laverie. 800k. Intéressé?,A1A Car Wash,non,,62,vente;opportunité
msg_058,fil_013,iPhone4_Gustavo,2010-04-11 09:15:22,envoyé,Email,Bogdan Wolynetz,Bogdan,façade,bogdan@eyebrowcarwash.com,RE: Proposition rachat,Pas maintenant. L'affaire marche trop bien.,A1A Car Wash,non,,60,refus
msg_059,fil_005,iPhone4_Gustavo,2010-04-12 10:52:18,reçu,Email,Lydia Rodarte-Quayle,Madrigal,fournisseur,lydia.rq@madrigal-electric.com,Nouvelle source approvisionnement,Contact en République Tchèque. Peut fournir 10000 gallons/mois.,Madrigal International,non,,87,expansion;fournisseur
msg_060,fil_005,iPhone4_Gustavo,2010-04-12 11:23:45,envoyé,Email,Lydia Rodarte-Quayle,Madrigal,fournisseur,lydia.rq@madrigal-electric.com,RE: Nouvelle source approvisionnement,Excellent. Arrange une conférence sécurisée.,Madrigal International,non,,85,négociation;international
msg_061,fil_001,iPhone4_Gustavo,2010-04-13 16:38:52,reçu,SMS,Walter White,Heisenberg,chimiste,+1-505-2891-4422,,Jesse fait n'importe quoi. Il devient un risque.,Lab de Laverie A1A,non,,82,personnel;problème
msg_062,fil_001,iPhone4_Gustavo,2010-04-13 16:51:27,envoyé,SMS,Walter White,Heisenberg,chimiste,+1-505-2891-4422,,Je m'en occupe. Reste concentré sur la production.,Lab de Laverie A1A,non,,80,gestion;priorité
msg_063,fil_014,iPhone4_Gustavo,2010-04-14 13:24:41,reçu,SMS,Todd Alquist,Todd,assistant,+1-505-2667-4491,,Prêt à travailler. Oncle Jack dit que je suis fiable.,Albuquerque,non,,67,nouveau;recommandation
msg_064,fil_014,iPhone4_Gustavo,2010-04-14 13:42:15,envoyé,SMS,Todd Alquist,Todd,assistant,+1-505-2667-4491,,Bien. Mike te briefera demain matin.,Albuquerque,non,,65,intégration;formation
msg_065,fil_006,iPhone4_Gustavo,2010-04-15 09:15:33,reçu,SMS,Gale Boetticher,Gale,chimiste_assistant,+1-505-2678-3341,,Nouveaux équipements installés. Capacité doublée.,Lab souterrain,non,,76,expansion;capacité
msg_066,fil_006,iPhone4_Gustavo,2010-04-15 09:28:47,envoyé,SMS,Gale Boetticher,Gale,chimiste_assistant,+1-505-2678-3341,,Parfait timing. La demande explose.,Lab souterrain,non,,74,demande;production
msg_067,fil_007,iPhone4_Gustavo,2010-04-16 14:47:22,reçu,WhatsApp,Skyler White,Sky,blanchiment,+1-505-2445-9823,,Station Chevron disponible. 1.2M mais bon emplacement.,Route 66 Albuquerque,non,,71,investissement;opportunité
msg_068,fil_007,iPhone4_Gustavo,2010-04-16 15:03:38,envoyé,WhatsApp,Skyler White,Sky,blanchiment,+1-505-2445-9823,,Fais l'offre. On arrange le financement.,Route 66 Albuquerque,non,,69,achat;financement
msg_069,fil_009,iPhone4_Gustavo,2010-04-17 11:32:16,reçu,WhatsApp,Declan,Declan,acheteur,+1-520-3456-7821,,Besoin 80 livres pour ce weekend. Urgent.,Phoenix Arizona,non,,84,urgence;commande
msg_070,fil_009,iPhone4_Gustavo,2010-04-17 11:48:51,envoyé,WhatsApp,Declan,Declan,acheteur,+1-520-3456-7821,,Possible. Mais prix augmente 15% pour urgence.,Phoenix Arizona,non,,82,surcharge;négociation
msg_071,fil_008,iPhone4_Gustavo,2010-04-18 17:23:09,reçu,SMS,Tyrus Kitt,Tyrus,sécurité,+1-505-2567-4423,,Convoi intercepté par douanes. Marchandise saisie.,Frontière El Paso,non,,97,saisie;perte
msg_072,fil_008,iPhone4_Gustavo,2010-04-18 17:35:44,envoyé,SMS,Tyrus Kitt,Tyrus,sécurité,+1-505-2567-4423,,Merde. Tout le monde rentre. On analyse ça.,Frontière El Paso,non,,95,urgence;repli
msg_073,fil_004,iPhone4_Gustavo,2010-04-19 09:41:27,reçu,WhatsApp,Saul Goodman,Avocat,avocat,saul.goodman@better-call.com,,Badger libre sous caution. Mais il doit témoigner.,Tribunal Albuquerque,non,,93,témoin;risque
msg_074,fil_004,iPhone4_Gustavo,2010-04-19 09:58:13,envoyé,WhatsApp,Saul Goodman,Avocat,avocat,saul.goodman@better-call.com,,Trouve une solution. Il ne peut pas parler.,Tribunal Albuquerque,non,,91,menace;urgence
msg_075,fil_003,iPhone4_Gustavo,2010-04-20 15:12:48,reçu,SMS,Mike Ehrmantraut,Mike,sécurité,+1-505-2344-7712,,Indic identifié. C'est Krazy-8. Il bosse pour la DEA.,Albuquerque,non,,98,indic;DEA
msg_076,fil_003,iPhone4_Gustavo,2010-04-20 15:27:33,envoyé,SMS,Mike Ehrmantraut,Mike,sécurité,+1-505-2344-7712,,Il faut le neutraliser. Maintenant.,Albuquerque,non,,96,élimination;urgence
msg_077,fil_010,iPhone4_Gustavo,2010-04-21 12:43:52,reçu,SMS,Hector Salamanca,Tio,cartel,+1-505-2789-3312,,Les cousins arrivent demain pour discuter territoire.,Frontière mexicaine,non,,89,cartel;négociation
msg_078,fil_010,iPhone4_Gustavo,2010-04-21 13:05:16,envoyé,SMS,Hector Salamanca,Tio,cartel,+1-505-2789-3312,,Pas de problème. On reçoit chez Los Pollos.,Frontière mexicaine,non,,87,rendez-vous;territoire
msg_079,fil_015,iPhone4_Gustavo,2010-04-22 08:36:29,reçu,Email,Agent bancaire,Agent,banque,contact@cayman-trust.ky,Transfert confirmé,Virement 2.4M USD reçu sur compte #457823-B,Îles Caïmans,oui,PDF,79,blanchiment;offshore
msg_080,fil_015,iPhone4_Gustavo,2010-04-22 09:12:44,envoyé,Email,Agent bancaire,Agent,banque,contact@cayman-trust.ky,RE: Transfert confirmé,Parfait. Préparez conversion en actifs immobiliers.,Îles Caïmans,non,,77,conversion;immobilier
msg_081,fil_001,iPhone4_Gustavo,2010-04-23 10:25:37,reçu,SMS,Walter White,Heisenberg,chimiste,+1-505-2891-4422,,Nouveau lot de 200 livres prêt. Où on stocke?,Lab de Laverie A1A,non,,85,production;stockage
msg_082,fil_001,iPhone4_Gustavo,2010-04-23 10:42:18,envoyé,SMS,Walter White,Heisenberg,chimiste,+1-505-2891-4422,,Entrepôt Los Pollos comme d'habitude. Mike gère.,Lab de Laverie A1A,non,,83,stockage;logistique
msg_083,fil_002,iPhone4_Gustavo,2010-04-24 19:47:33,reçu,SMS,Jesse Pinkman,Cap'n Cook,distributeur,+1-505-2156-8891,,Les gars de Santa Fe veulent 20 livres par semaine maintenant,Santa Fe Nouveau-Mexique,non,,78,expansion;demande
msg_084,fil_002,iPhone4_Gustavo,2010-04-24 20:03:52,envoyé,SMS,Jesse Pinkman,Cap'n Cook,distributeur,+1-505-2156-8891,,OK mais prix reste le même. Pas de crédit.,Santa Fe Nouveau-Mexique,non,,76,conditions;paiement
msg_085,fil_011,iPhone4_Gustavo,2010-04-25 11:28:14,reçu,SMS,Victor,Victor,sécurité,+1-505-2891-5634,,Activité suspecte près du restaurant. Voiture banalisée.,Los Pollos Hermanos,non,,86,surveillance;alerte
msg_086,fil_011,iPhone4_Gustavo,2010-04-25 11:45:27,envoyé,SMS,Victor,Victor,sécurité,+1-505-2891-5634,,Prends photos. Vérifie les plaques.,Los Pollos Hermanos,non,,84,investigation;prudence
msg_087,fil_005,iPhone4_Gustavo,2010-04-26 14:33:48,reçu,Email,Lydia Rodarte-Quayle,Madrigal,fournisseur,lydia.rq@madrigal-electric.com,Problème tchèque,Le contact là-bas a des doutes. Demande garanties supplémentaires.,Prague République Tchèque,non,,82,négociation;problème
msg_088,fil_005,iPhone4_Gustavo,2010-04-26 15:08:21,envoyé,Email,Lydia Rodarte-Quayle,Madrigal,fournisseur,lydia.rq@madrigal-electric.com,RE: Problème tchèque,Offre 50% d'avance. Ça devrait suffire.,Prague République Tchèque,non,,80,garantie;paiement
msg_089,fil_016,iPhone4_Gustavo,2010-04-27 09:15:42,reçu,SMS,Steven Gomez,Agent,DEA,+1-505-UNKNOWN,,Surveillance accrue sur activités suspectes zone industrielle,Albuquerque Industriel,non,,99,DEA;surveillance
msg_090,fil_012,iPhone4_Gustavo,2010-04-27 16:42:19,reçu,WhatsApp,Huell Babineaux,Huell,sécurité,+1-505-2334-8812,,Récupération hebdomadaire: 340k. Tout est clean.,Divers points de collecte,non,,81,argent;collecte
msg_091,fil_012,iPhone4_Gustavo,2010-04-27 16:58:36,envoyé,WhatsApp,Huell Babineaux,Huell,sécurité,+1-505-2334-8812,,Bon travail. Split habituel: 60% offshore 40% liquide.,Divers points de collecte,non,,79,répartition;blanchiment
msg_092,fil_006,iPhone4_Gustavo,2010-04-28 08:47:51,reçu,SMS,Gale Boetticher,Gale,chimiste_assistant,+1-505-2678-3341,,Question technique sur catalyseur. Peux appeler?,Lab souterrain,non,,64,technique;question
msg_093,fil_006,iPhone4_Gustavo,2010-04-28 09:02:14,envoyé,SMS,Gale Boetticher,Gale,chimiste_assistant,+1-505-2678-3341,,Demande directement à Walter. C'est son domaine.,Lab souterrain,non,,62,délégation
msg_094,fil_007,iPhone4_Gustavo,2010-04-29 13:35:27,reçu,WhatsApp,Skyler White,Sky,blanchiment,+1-505-2445-9823,,Station Chevron achetée! Début travaux semaine prochaine.,Route 66 Albuquerque,non,,68,acquisition;couverture
msg_095,fil_007,iPhone4_Gustavo,2010-04-29 13:52:43,envoyé,WhatsApp,Skyler White,Sky,blanchiment,+1-505-2445-9823,,Parfait. Commence à injecter les fonds progressivement.,Route 66 Albuquerque,non,,70,blanchiment;stratégie
msg_096,fil_014,iPhone4_Gustavo,2010-04-30 10:24:38,reçu,SMS,Todd Alquist,Todd,assistant,+1-505-2667-4491,,Première mission réussie. Prêt pour plus de responsabilités.,Albuquerque,non,,73,performance;évolution
msg_097,fil_014,iPhone4_Gustavo,2010-04-30 10:41:55,envoyé,SMS,Todd Alquist,Todd,assistant,+1-505-2667-4491,,Bien. Tu accompagnes Mike sur la prochaine récupération.,Albuquerque,non,,71,mission;formation
msg_098,fil_009,iPhone4_Gustavo,2010-05-01 15:18:44,reçu,WhatsApp,Declan,Declan,acheteur,+1-520-3456-7821,,Nouveau client à Tucson intéressé. Je peux partager?,Tucson Arizona,non,,77,expansion;autorisation
msg_099,fil_009,iPhone4_Gustavo,2010-05-01 15:36:29,envoyé,WhatsApp,Declan,Declan,acheteur,+1-520-3456-7821,,OK mais tu restes garant. Même prix pour toi.,Tucson Arizona,non,,75,accord;conditions
msg_100,fil_003,iPhone4_Gustavo,2010-05-02 12:52:17,reçu,SMS,Mike Ehrmantraut,Mike,sécurité,+1-505-2344-7712,,Krazy-8 ne parlera plus. Problème réglé définitivement.,Désert Nouveau-Mexique,non,,95,élimination;confirmé
msg_101,fil_017,iPhone4_Gustavo,2010-05-03 08:33:51,reçu,Email,Francesca,Assistante,secrétaire,francesca@bettercallsaul.com,Documents prêts,Tous les papiers pour la station-service sont signés,Cabinet Saul,oui,PDF,58,documents;légal
msg_102,fil_017,iPhone4_Gustavo,2010-05-03 09:15:28,envoyé,Email,Francesca,Assistante,secrétaire,francesca@bettercallsaul.com,RE: Documents prêts,Merci. J'envoie quelqu'un récupérer aujourd'hui.,Cabinet Saul,non,,56,confirmation
msg_103,fil_001,iPhone4_Gustavo,2010-05-04 11:44:36,reçu,SMS,Walter White,Heisenberg,chimiste,+1-505-2891-4422,,Gale propose amélioration du process. Je valide?,Lab de Laverie A1A,non,,72,innovation;validation
msg_104,fil_001,iPhone4_Gustavo,2010-05-04 12:02:49,envoyé,SMS,Walter White,Heisenberg,chimiste,+1-505-2891-4422,,Si ça augmente rendement sans risque oui.,Lab de Laverie A1A,non,,70,approbation;prudence
msg_105,fil_008,iPhone4_Gustavo,2010-05-05 14:27:13,reçu,SMS,Tyrus Kitt,Tyrus,sécurité,+1-505-2567-4423,,Nouvelle route testée. Pas de problème. Plus sûre.,Route alternative frontière,non,,78,sécurité;validation
msg_106,fil_008,iPhone4_Gustavo,2010-05-05 14:45:32,envoyé,SMS,Tyrus Kitt,Tyrus,sécurité,+1-505-2567-4423,,Excellent. On utilise celle-là maintenant.,Route alternative frontière,non,,76,décision;logistique
msg_107,fil_004,iPhone4_Gustavo,2010-05-06 10:18:47,reçu,WhatsApp,Saul Goodman,Avocat,avocat,saul.goodman@better-call.com,,Badger a accepté de garder silence. Affaire close.,Tribunal Albuquerque,non,,67,résolution;discrétion
msg_108,fil_004,iPhone4_Gustavo,2010-05-06 10:35:21,envoyé,WhatsApp,Saul Goodman,Avocat,avocat,saul.goodman@better-call.com,,Parfait. Ton bonus habituel viré.,Tribunal Albuquerque,non,,65,paiement;gratitude
msg_109,fil_002,iPhone4_Gustavo,2010-05-07 18:52:36,reçu,SMS,Jesse Pinkman,Cap'n Cook,distributeur,+1-505-2156-8891,,Nouveau territoire secure à Los Lunas. Bonne clientèle.,Los Lunas Nouveau-Mexique,non,,74,expansion;opportunité
msg_110,fil_002,iPhone4_Gustavo,2010-05-07 19:08:14,envoyé,SMS,Jesse Pinkman,Cap'n Cook,distributeur,+1-505-2156-8891,,OK. Démarre doucement. Observe bien.,Los Lunas Nouveau-Mexique,non,,72,prudence;stratégie
msg_111,fil_018,iPhone4_Gustavo,2010-05-08 09:42:29,reçu,SMS,Gomez,Inspecteur,DEA,+1-505-UNKNOWN,,Suspect activité Los Pollos Hermanos. Demande mandat surveillance,Los Pollos Hermanos,non,,94,DEA;enquête
