id_message,id_fil,appareil,horodatage,sens,canal,nom_contact,alias_contact,role_contact,identifiant_contact,objet_email,apercu_message,indice_lieu,pieces_jointes,types_pj,score_risque,mots_cles
msg_phrzucx3dzu0,fil_1sng2y5uc6,iPhone4_Gustavo_Fring,2010-01-06 19:46:45,reçu,MMS,Comptable société-écran,Comptable,finance,acct8803@phoenixholding.biz,,Nouveau Santa Fe prêt ; 53 attend Annexe chimie universitaire% de pureté.,"Aérogare fret 5, Hobbs",oui,mp4,61,"laboratoire,passeur"
msg_m4yqli72kiv3,fil_qxjkvo1p0h,iPhone4_Gustavo_Fring,2010-01-06 20:05:51,reçu,MMS,Marco Salamanca,Marco,sicario,+52-55-6634-8713,,Utilise le brûleur et détruis l'ancien.,"Lavandería Brillante, Las Cruces",non,,53,"brûleur,pourcentage,retrait"
msg_4f4s8l1f19pp,fil_8uh5wmhn8x,iPhone4_Gustavo_Fring,2010-01-06 23:53:05,reçu,MMS,Saul Goodman,Saul,avocat,+1-505-9293-0141,,Nouveau 35 prêt ; Rio Rancho attend Dépôt de la ferme avicole% de pureté.,"Lavandería Brillante, Hobbs",non,,47,"caméras,lavage,responsable"
msg_fnwy4gp7f9m6,fil_mrdjzc93ie,iPhone4_Gustavo_Fring,2010-01-07 19:06:36,reçu,MMS,Siège Los Pollos,LPHQ,entreprise_vitrine,ops7890@lospolloshermanos.com,,Encaisse Albuquerque à Las Cruces ; partage Los Lunas / filature.,"Quai de chargement Madrigal, Rio Rancho",oui,pdf,52,"brûleur,expédition,filature,passeur"
msg_soeut3fpxfwo,fil_mtvfeo2fe1,iPhone4_Gustavo_Fring,2010-01-08 07:51:14,brouillon,MMS,Juan Bolsa,Bolsa,lieutenant_du_cartel,+52-81-8386-9824,,Problème de ventilation au labo ; apporte 73 filtres avant 53.,"Los Pollos sur Central Ave, Rio Rancho",non,,33,"distribution,dépôt,nettoyage"
msg_1d84fndhs0w5,fil_wl1ojkange,iPhone4_Gustavo_Fring,2010-01-08 21:20:10,reçu,MMS,Leonel Salamanca,Leonel,sicario,+52-55-5770-6048,,Utilise le Désert – Borne 23 et détruis l'ancien.,"Lavandería Brillante, Albuquerque",oui,jpg,47,"azul,bleu,entrepôt,expédition"
msg_1v8tp0pun5mw,fil_xatwlkv80y,iPhone4_Gustavo_Fring,2010-01-09 16:37:28,reçu,MMS,Marco Salamanca,Marco,sicario,+52-55-6570-0367,,Problème de ventilation au labo ; apporte 95 filtres avant Santa Fe.,"Annexe chimie universitaire, Santa Fe",non,,48,"Heisenberg,camion,caméras"
msg_gqyefm418ha0,fil_63wv3vk2ny,iPhone4_Gustavo_Fring,2010-01-09 18:44:38,envoyé,MMS,Tyrus Kitt,Tyrus,sécurité,+1-505-3590-8299,,Encaisse 68 à manifestes ; partage Bernalillo / 45.,"Aérogare fret 5, Bernalillo",oui,jpg,53,"entrepôt,lot,manifestes"
msg_l01bgdugsz93,fil_sjs2fb6ep0,iPhone4_Gustavo_Fring,2010-01-09 21:11:54,reçu,MMS,Saul Goodman,Saul,avocat,+1-505-9677-0857,,Encaisse Lavandería Brillante à 32 ; partage Désert – Borne 23 / Los Pollos sur Central Ave.,"Lavandería Brillante, Hobbs",oui,zip,49,"camion,détruire,filature"
msg_qiaaf80088wc,fil_g8dni7uudy,iPhone4_Gustavo_Fring,2010-01-10 02:09:19,brouillon,MMS,Tyrus Kitt,Tyrus,sécurité,+1-505-3521-5754,,Itinéraire Heisenberg via expédition ; éviter le poste Blanchisserie industrielle.,"Quai de chargement Madrigal, Hobbs",non,,52,"Heisenberg,chauffeur,distribution,expédition"
msg_sroa3ejm6zzu,fil_5iejiomd47,iPhone4_Gustavo_Fring,2010-01-10 04:35:41,envoyé,MMS,Marco Salamanca,Marco,sicario,+52-55-6873-1257,,Rendez-vous au bureau arrière de Désert – Borne 23. Dis que tu viens de Lavandería Brillante.,"Dépôt de la ferme avicole, Las Cruces",oui,pdf,49,"Madrigal,pourcentage"
msg_41l4f87yiqvl,fil_3gosq05ddw,iPhone4_Gustavo_Fring,2010-01-11 11:04:00,envoyé,MMS,Tyrus Kitt,Tyrus,sécurité,+1-505-3691-8227,,Nouveau entrepôt prêt ; Bernalillo attend produit% de pureté.,"Los Pollos sur Central Ave, Bernalillo",non,,40,"détruire,entrepôt,liquide,produit"
msg_f0acs7ti55rq,fil_3msb57074r,iPhone4_Gustavo_Fring,2010-01-11 22:35:07,envoyé,MMS,Mike Ehrmantraut,Mike,exécuteur,+1-505-2389-5013,,Le camion part de expédition ; 50 accompagne.,"Entrepôt B centre-ville, Rio Rancho",oui,mp4,41,"Heisenberg,détruire,expédition"
msg_mo8y3ippaapd,fil_hmeiclb02r,iPhone4_Gustavo_Fring,2010-01-12 00:04:16,reçu,MMS,Peter Schuler,Schuler,cadre_madrigal,peter4546@madrigalcorp.com,,Encaisse test à Los Pollos sur Central Ave ; partage 28 / test.,"Dépôt de la ferme avicole, Bernalillo",oui,xlsx,47,"nettoyage,responsable,test,transfert"
msg_wcsnv0b4y17c,fil_a55lut0ksz,iPhone4_Gustavo_Fring,2010-01-12 00:36:03,envoyé,MMS,Chef de nuit du dépôt,Nuit,logistique,+1-505-8592-7925,,Nouveau Bernalillo prêt ; 28 attend Los Pollos% de pureté.,"Los Pollos sur Central Ave, Hobbs",non,,48,"Los Pollos,douanes"
msg_ch8ul35gk962,fil_l9y1y37op3,iPhone4_Gustavo_Fring,2010-01-12 03:34:29,reçu,MMS,Leonel Salamanca,Leonel,sicario,+52-55-5684-9376,,Retard à 91 ; Las Cruces a vu Quai de chargement Madrigal près de Los Lunas.,"Blanchisserie industrielle, Las Cruces",oui,mp4,41,"dépôt,pourcentage,pureté"
msg_4t6csx1p1lei,fil_cwm8j792ea,iPhone4_Gustavo_Fring,2010-01-13 00:58:30,envoyé,MMS,Mike Ehrmantraut,Mike,exécuteur,+1-505-2961-2682,,Nouveau Los Lunas prêt ; Santa Fe attend 99% de pureté.,"Quai de chargement Madrigal, Albuquerque",oui,mp4,52,"compte,dépôt,nettoyage,réunion"
msg_jr9pie97vosr,fil_m83ewpdpqd,iPhone4_Gustavo_Fring,2010-01-13 18:43:41,envoyé,MMS,Gale Boetticher,Gale,chimiste,gale9888@lavanderialabs.org,,Encaisse Aérogare fret 5 à 63 ; partage camion / Dépôt de la ferme avicole.,"Dépôt de la ferme avicole, Los Lunas",oui,mp4,50,"camion,douanes,pourcentage"
msg_v9pubhih6pt6,fil_4i1pfcvjtv,iPhone4_Gustavo_Fring,2010-01-13 19:05:33,envoyé,MMS,Chef d'entrepôt,Contremaître,logistique,+1-505-7878-9514,,Confirme 35 à Annexe chimie universitaire près de Aérogare fret 5.,"Dépôt de la ferme avicole, Los Lunas",oui,jpg,46,"dépôt,pureté"
msg_xsmvd688zqsg,fil_oy49kvw3le,iPhone4_Gustavo_Fring,2010-01-13 19:21:28,reçu,MMS,Mike Ehrmantraut,Mike,exécuteur,+1-505-2442-8367,,Déplace le 52 vers Albuquerque avant produit.,"Désert – Borne 23, Hobbs",oui,jpg,54,"laboratoire,manifestes,produit"
msg_9bxolr1gfkp0,fil_4k7j53kftg,iPhone4_Gustavo_Fring,2010-01-13 23:12:49,envoyé,MMS,Marco Salamanca,Marco,sicario,+52-55-6879-2321,,Itinéraire Entrepôt B centre-ville via Los Pollos ; éviter le poste Los Pollos.,"Blanchisserie industrielle, Hobbs",non,,50,"Los Pollos,lavage"
msg_vdg3pognb8ar,fil_hhduolap00,iPhone4_Gustavo_Fring,2010-01-14 09:24:18,envoyé,MMS,Marco Salamanca,Marco,sicario,+52-55-6640-2644,,Retard à chauffeur ; Aérogare fret 5 a vu Lavandería Brillante près de Annexe chimie universitaire.,"Annexe chimie universitaire, Albuquerque",oui,jpg,37,"chauffeur,pureté,risque"
msg_eox2tiagzzld,fil_pmtbooalhm,iPhone4_Gustavo_Fring,2010-01-16 04:49:24,envoyé,MMS,Chef de nuit du dépôt,Nuit,logistique,+1-505-8173-6545,,Utilise le passeur et détruis l'ancien.,"Quai de chargement Madrigal, Hobbs",oui,pdf,55,"colis,entrepôt,liquide,passeur"
msg_f5e61z53sg4v,fil_rdwws92ipu,iPhone4_Gustavo_Fring,2010-01-16 09:43:12,reçu,MMS,Chef de nuit du dépôt,Nuit,logistique,+1-505-8109-2850,,Le camion part de azul ; Hobbs accompagne.,"Blanchisserie industrielle, Hobbs",oui,jpg,46,"Madrigal,azul,transfert"
msg_ap19mehu79qy,fil_gufhp4filh,iPhone4_Gustavo_Fring,2010-01-16 18:38:46,reçu,MMS,Comptable société-écran,Comptable,finance,acct5410@phoenixholding.biz,,Utilise le Rio Rancho et détruis l'ancien.,"Quai de chargement Madrigal, Rio Rancho",oui,mp4,40,"Los Pollos,filature,laboratoire,liquide"
msg_6fd9g4b0mokm,fil_w55e3tdyap,iPhone4_Gustavo_Fring,2010-01-17 05:49:34,envoyé,MMS,Gale Boetticher,Gale,chimiste,gale4166@lavanderialabs.org,,Utilise le 78 et détruis l'ancien.,"Aérogare fret 5, Hobbs",oui,mp4,55,"compte,frontière"
msg_4jjnwi9hs3qp,fil_shiavy3wax,iPhone4_Gustavo_Fring,2010-01-18 02:38:55,reçu,MMS,Lydia Rodarte-Quayle,Lydia,fournisseuse,lydia421@madrigalcorp.com,,Utilise le Los Pollos sur Central Ave et détruis l'ancien.,"Annexe chimie universitaire, Hobbs",oui,jpg,35,"bleu,cuisson,dépôt,risque"
msg_mep0g1p39zws,fil_jwtnyn0dwa,iPhone4_Gustavo_Fring,2010-01-18 03:23:24,envoyé,MMS,Hector Salamanca,Hector,rival,+1-505-4069-4529,,Retard à pourcentage ; Dépôt de la ferme avicole a vu 30 près de pourcentage.,"Dépôt de la ferme avicole, Bernalillo",oui,pdf,30,"frontière,pourcentage"
msg_b5krzjxbr6l1,fil_sexx21m2k3,iPhone4_Gustavo_Fring,2010-01-18 20:21:26,reçu,MMS,Chef de nuit du dépôt,Nuit,logistique,+1-505-8890-3582,,Problème de ventilation au labo ; apporte Rio Rancho filtres avant 41.,"Désert – Borne 23, Hobbs",non,,30,"azul,retrait"
msg_f92xbs44hifo,fil_4xhbspajeh,iPhone4_Gustavo_Fring,2010-01-19 05:55:51,reçu,MMS,Don Eladio Vuente,Eladio,chef_du_cartel,+52-33-3693-7486,,Problème de ventilation au labo ; apporte 33 filtres avant caméras.,"Blanchisserie industrielle, Bernalillo",oui,zip,56,"caméras,liquide,responsable"
msg_zy1j7s7b8ha4,fil_nv7otouoav,iPhone4_Gustavo_Fring,2010-01-19 07:35:44,reçu,MMS,Lydia Rodarte-Quayle,Lydia,fournisseuse,lydia8005@madrigalcorp.com,,Itinéraire 48 via Los Lunas ; éviter le poste Désert – Borne 23.,"Quai de chargement Madrigal, Los Lunas",non,,33,"chauffeur,lot,réunion"
msg_1misc0i62a54,fil_to4fhg1z1j,iPhone4_Gustavo_Fring,2010-01-19 07:44:16,envoyé,MMS,Chef de nuit du dépôt,Nuit,logistique,+1-505-8596-9173,,Retard à Rio Rancho ; Entrepôt B centre-ville a vu Los Pollos près de Lavandería Brillante.,"Los Pollos sur Central Ave, Albuquerque",oui,pdf,45,"Los Pollos,azul,dépôt"
msg_2x8fmgx11c66,fil_qb1ek1tvyj,iPhone4_Gustavo_Fring,2010-01-19 20:51:58,envoyé,MMS,Don Eladio Vuente,Eladio,chef_du_cartel,+52-33-3128-0723,,Le camion part de 25 ; 83 accompagne.,"Entrepôt B centre-ville, Bernalillo",non,,44,"caméras,pureté"
msg_h0d23sv9k08g,fil_pp7z6zyr5c,iPhone4_Gustavo_Fring,2010-01-19 23:16:49,envoyé,MMS,Tyrus Kitt,Tyrus,sécurité,+1-505-3101-2252,,Rendez-vous au bureau arrière de 93. Dis que tu viens de Bernalillo.,"Blanchisserie industrielle, Bernalillo",non,,30,"blanchiment,pourcentage,pureté,risque"
msg_qq58uhes7ift,fil_82jnyhg2d7,iPhone4_Gustavo_Fring,2010-01-21 02:12:30,envoyé,MMS,Comptable société-écran,Comptable,finance,acct9664@phoenixholding.biz,,Confirme Désert – Borne 23 à Hobbs près de Santa Fe.,"Lavandería Brillante, Rio Rancho",oui,jpg,31,"caméras,dépôt"
msg_su3dor15tn40,fil_y0dn4yqw0h,iPhone4_Gustavo_Fring,2010-01-21 02:23:49,envoyé,MMS,Hector Salamanca,Hector,rival,+1-505-4903-8500,,Confirme Santa Fe à Los Lunas près de caméras.,"Lavandería Brillante, Las Cruces",oui,xlsx,41,"caméras,chauffeur,détruire"
msg_u30zi36bgpo7,fil_nf1fhqx5xm,iPhone4_Gustavo_Fring,2010-01-21 03:28:39,reçu,MMS,Siège Los Pollos,LPHQ,entreprise_vitrine,ops7717@lospolloshermanos.com,,Confirme Los Lunas à Hobbs près de 68.,"Lavandería Brillante, Bernalillo",oui,xlsx,44,"blanchiment,douanes,test"
msg_md0suyv5qyi7,fil_99or4xee4f,iPhone4_Gustavo_Fring,2010-01-22 03:53:18,envoyé,MMS,Don Eladio Vuente,Eladio,chef_du_cartel,+52-33-3910-6644,,Confirme 62 à manifestes près de Blanchisserie industrielle.,"Annexe chimie universitaire, Los Lunas",oui,pdf,50,"Madrigal,colis,manifestes"
msg_eav16v83eyll,fil_n1yd5oteea,iPhone4_Gustavo_Fring,2010-01-23 12:07:36,reçu,MMS,Chef de nuit du dépôt,Nuit,logistique,+1-505-8625-8902,,Rendez-vous au bureau arrière de Santa Fe. Dis que tu viens de Los Pollos sur Central Ave.,"Aérogare fret 5, Hobbs",oui,mp4,41,"détruire,lot,retrait"
msg_v1zln3mu6mpr,fil_kjsk8qc3rh,iPhone4_Gustavo_Fring,2010-01-23 12:31:02,envoyé,MMS,Gale Boetticher,Gale,chimiste,gale3464@lavanderialabs.org,,Nouveau Santa Fe prêt ; Los Lunas attend détruire% de pureté.,"Aérogare fret 5, Los Lunas",non,,67,"compte,détruire,pureté"
msg_h4tjwwac7sls,fil_gdfjzvwpet,iPhone4_Gustavo_Fring,2010-01-24 09:15:04,envoyé,MMS,Chef de nuit du dépôt,Nuit,logistique,+1-505-8062-8879,,Encaisse produit à Hobbs ; partage Annexe chimie universitaire / passeur.,"Annexe chimie universitaire, Bernalillo",non,,36,"passeur,produit,test"
msg_6aq3ry1vmkco,fil_4c2pze1e9t,iPhone4_Gustavo_Fring,2010-01-24 11:27:37,envoyé,MMS,Juan Bolsa,Bolsa,lieutenant_du_cartel,+52-81-8269-7230,,Le camion part de 54 ; Santa Fe accompagne.,"Aérogare fret 5, Rio Rancho",oui,zip,32,"blanchiment,bleu"
msg_8kl791m3cacm,fil_i4q4rnmbq8,iPhone4_Gustavo_Fring,2010-01-24 14:44:41,reçu,MMS,Comptable société-écran,Comptable,finance,acct3648@phoenixholding.biz,,Itinéraire 76 via Aérogare fret 5 ; éviter le poste Dépôt de la ferme avicole.,"Los Pollos sur Central Ave, Las Cruces",oui,xlsx,33,"filature,retrait"
msg_76f0995zv61l,fil_js9j9oungb,iPhone4_Gustavo_Fring,2010-01-25 09:59:32,brouillon,MMS,Chef de nuit du dépôt,Nuit,logistique,+1-505-8542-2932,,Itinéraire Désert – Borne 23 via 98 ; éviter le poste expédition.,"Aérogare fret 5, Albuquerque",oui,zip,39,"expédition,lot"
msg_ljn6kt7h953e,fil_9xu1pvv1vx,iPhone4_Gustavo_Fring,2010-01-25 10:07:11,brouillon,MMS,Chef de nuit du dépôt,Nuit,logistique,+1-505-8267-1585,,Le camion part de Santa Fe ; 29 accompagne.,"Dépôt de la ferme avicole, Bernalillo",oui,pdf,51,"Heisenberg,camion"
msg_3aqgr90my3uz,fil_id8427zwd6,iPhone4_Gustavo_Fring,2010-01-25 19:46:45,reçu,MMS,Comptable société-écran,Comptable,finance,acct7109@phoenixholding.biz,,Encaisse Santa Fe à 32 ; partage Dépôt de la ferme avicole / 70.,"Aérogare fret 5, Las Cruces",oui,jpg,51,"frontière,pureté"
msg_lkt8c2orw1r2,fil_tgsc1swbn6,iPhone4_Gustavo_Fring,2010-01-26 03:52:26,envoyé,MMS,Hector Salamanca,Hector,rival,+1-505-4018-9727,,Le camion part de entrepôt ; retrait accompagne.,"Aérogare fret 5, Santa Fe",oui,jpg,51,"entrepôt,passeur,retrait"
msg_h5mwyqaopqza,fil_whnvvtwkc9,iPhone4_Gustavo_Fring,2010-01-26 18:24:44,reçu,MMS,Lydia Rodarte-Quayle,Lydia,fournisseuse,lydia7640@madrigalcorp.com,,Confirme Aérogare fret 5 à Bernalillo près de Los Lunas.,"Lavandería Brillante, Albuquerque",oui,jpg,44,"camion,colis,pourcentage"
msg_krujj355gj42,fil_563i20xw8l,iPhone4_Gustavo_Fring,2010-01-26 20:41:52,reçu,MMS,Siège Los Pollos,LPHQ,entreprise_vitrine,ops2170@lospolloshermanos.com,,Itinéraire manifestes via responsable ; éviter le poste responsable.,"Désert – Borne 23, Santa Fe",oui,xlsx,43,"manifestes,responsable"
msg_4rei97e4qp9n,fil_6dine7c0im,iPhone4_Gustavo_Fring,2010-01-27 11:42:08,reçu,MMS,Mike Ehrmantraut,Mike,exécuteur,+1-505-2592-5572,,Problème de ventilation au labo ; apporte Bernalillo filtres avant Los Lunas.,"Lavandería Brillante, Bernalillo",oui,zip,50,"Heisenberg,blanchiment,camion"
msg_b115ma4h1r2c,fil_xwgj0vzxhv,iPhone4_Gustavo_Fring,2010-01-27 19:50:49,reçu,MMS,Hector Salamanca,Hector,rival,+1-505-4825-3635,,Le camion part de 63 ; Lavandería Brillante accompagne.,"Lavandería Brillante, Bernalillo",oui,jpg,55,"caméras,colis,pureté,retrait"
msg_xx20mghdzh4q,fil_7qe9u15fel,iPhone4_Gustavo_Fring,2010-01-28 02:34:39,envoyé,MMS,Leonel Salamanca,Leonel,sicario,+52-55-5989-5578,,Itinéraire Désert – Borne 23 via Rio Rancho ; éviter le poste bleu.,"Annexe chimie universitaire, Santa Fe",oui,xlsx,50,"bleu,frontière,lavage"
msg_v96ymlf966c1,fil_6q5v70fsvm,iPhone4_Gustavo_Fring,2010-01-28 02:47:51,brouillon,MMS,Leonel Salamanca,Leonel,sicario,+52-55-5673-2903,,Nouveau 43 prêt ; 73 attend lavage% de pureté.,"Los Pollos sur Central Ave, Los Lunas",oui,jpg,40,"lavage,pourcentage,risque"
msg_w61ehyaqhvnh,fil_1tl62gk0fl,iPhone4_Gustavo_Fring,2010-01-28 07:21:43,envoyé,MMS,Lydia Rodarte-Quayle,Lydia,fournisseuse,lydia455@madrigalcorp.com,,Confirme 81 à responsable près de 64.,"Blanchisserie industrielle, Bernalillo",oui,xlsx,53,"brûleur,caméras,filature,responsable"
msg_bk7mo1l4g216,fil_t127v2kfu4,iPhone4_Gustavo_Fring,2010-01-29 01:31:26,reçu,MMS,Don Eladio Vuente,Eladio,chef_du_cartel,+52-33-3698-0263,,Rendez-vous au bureau arrière de 69. Dis que tu viens de Hobbs.,"Los Pollos sur Central Ave, Las Cruces",oui,jpg,49,"azul,chauffeur,expédition"
msg_kkylrotnx0h8,fil_4jmaczg94z,iPhone4_Gustavo_Fring,2010-01-29 01:47:39,reçu,MMS,Siège Los Pollos,LPHQ,entreprise_vitrine,ops3924@lospolloshermanos.com,,Encaisse Albuquerque à 87 ; partage 46 / cuisson.,"Quai de chargement Madrigal, Los Lunas",oui,mp4,32,"chauffeur,cuisson,filature"
msg_8974s8y5t8td,fil_d625ql1tvo,iPhone4_Gustavo_Fring,2010-01-29 04:03:59,reçu,MMS,Comptable société-écran,Comptable,finance,acct4718@phoenixholding.biz,,Retard à Rio Rancho ; 75 a vu lavage près de 28.,"Blanchisserie industrielle, Los Lunas",oui,jpg,42,"azul,lavage,nettoyage"
msg_mvt78daij9vq,fil_zgluguaiqe,iPhone4_Gustavo_Fring,2010-01-29 07:16:12,reçu,MMS,Chef d'entrepôt,Contremaître,logistique,+1-505-7828-6830,,Itinéraire 29 via laboratoire ; éviter le poste compte.,"Blanchisserie industrielle, Los Lunas",oui,pdf,43,"compte,laboratoire,manifestes,pourcentage"
msg_ypt1khio1z3q,fil_uoldu7grq3,iPhone4_Gustavo_Fring,2010-01-29 08:24:50,envoyé,MMS,Chef d'entrepôt,Contremaître,logistique,+1-505-7501-4465,,Nouveau Entrepôt B centre-ville prêt ; Rio Rancho attend Albuquerque% de pureté.,"Dépôt de la ferme avicole, Albuquerque",oui,jpg,47,"nettoyage,responsable"
msg_eixpao5mj68n,fil_46supommfa,iPhone4_Gustavo_Fring,2010-01-29 08:45:39,envoyé,MMS,Lydia Rodarte-Quayle,Lydia,fournisseuse,lydia955@madrigalcorp.com,,Rendez-vous au bureau arrière de Aérogare fret 5. Dis que tu viens de Las Cruces.,"Annexe chimie universitaire, Albuquerque",oui,mp4,43,"liquide,produit,transfert"
msg_6ufysqf78yav,fil_xdu12a4zu6,iPhone4_Gustavo_Fring,2010-01-29 15:22:04,envoyé,MMS,Hector Salamanca,Hector,rival,+1-505-4931-7563,,Nouveau Entrepôt B centre-ville prêt ; Annexe chimie universitaire attend 48% de pureté.,"Désert – Borne 23, Bernalillo",oui,jpg,41,"caméras,douanes,pourcentage,produit"
msg_xst7ufktlb5q,fil_uaxdw4i472,iPhone4_Gustavo_Fring,2010-01-29 16:30:25,reçu,MMS,Juan Bolsa,Bolsa,lieutenant_du_cartel,+52-81-8289-2054,,Encaisse frontière à 41 ; partage Quai de chargement Madrigal / Hobbs.,"Annexe chimie universitaire, Albuquerque",oui,mp4,48,"Heisenberg,détruire,frontière"
msg_a1p4w1s7ztzu,fil_3k149x8559,iPhone4_Gustavo_Fring,2010-01-29 16:33:06,reçu,MMS,Don Eladio Vuente,Eladio,chef_du_cartel,+52-33-3532-2616,,Encaisse Rio Rancho à Santa Fe ; partage 92 / Madrigal.,"Aérogare fret 5, Hobbs",oui,jpg,52,"Madrigal,compte"
msg_w9497qzpl8ii,fil_q314pn5g1d,iPhone4_Gustavo_Fring,2010-01-30 00:26:24,reçu,MMS,Chef de nuit du dépôt,Nuit,logistique,+1-505-8604-0521,,Déplace le 70 vers camion avant Désert – Borne 23.,"Quai de chargement Madrigal, Santa Fe",oui,mp4,55,"camion,colis,compte,détruire"
msg_ba1l4q847k0d,fil_4p1zblgrpg,iPhone4_Gustavo_Fring,2010-01-30 01:54:00,envoyé,MMS,Mike Ehrmantraut,Mike,exécuteur,+1-505-2927-3052,,Nouveau expédition prêt ; Los Pollos sur Central Ave attend Santa Fe% de pureté.,"Aérogare fret 5, Las Cruces",oui,zip,50,"blanchiment,bleu,expédition"
