"record_type,id,timestamp,direction,from,to,phone_hash,contact_name,message,media_filename,gps_lat,gps_lon,app,app_event,device_id,imei,notes"
"call,CA0119,2025-07-10 18:26:00,incoming,+33688888888,+33600000001,hash_13h8,Samir,,,,,phone,call_in,DEV123,IMEI0001,durée 00:06:17"
"call,CA0124,2025-07-10 18:53:00,outgoing,+33600000001,+33612121212,hash_17l2,Thomas,,,,,phone,call_out,DEV123,IMEI0001,durée 00:04:49"
"call,CA0125,2025-07-10 19:03:00,incoming,+33612121212,+33600000001,hash_17l2,Thomas,,,,,phone,call_in,DEV123,IMEI0001,durée 00:02:19"
"call,CA0130,2025-07-10 19:25:00,incoming,+33733333333,+33600000001,hash_19n4,Lucas,,,,,phone,call_in,DEV123,IMEI0001,durée 00:06:11"
"call,CA0132,2025-07-10 19:40:00,incoming,+33655555555,+33600000001,hash_10e5,Laura,,,,,phone,call_in,DEV123,IMEI0001,durée 00:01:17"
"call,CA0139,2025-07-10 20:12:00,incoming,+33622222222,+33600000001,hash_07b2,Paul Martin,,,,,phone,call_in,DEV123,IMEI0001,durée 00:03:19"
"call,CA0141,2025-07-10 20:27:00,incoming,+33666666666,+33600000001,hash_11f6,Sophie,,,,,phone,call_in,DEV123,IMEI0001,durée 00:04:19"
"call,CA0148,2025-07-10 20:57:00,incoming,+33611111111,+33600000001,hash_06a1,Emma Dupont,,,,,phone,call_in,DEV123,IMEI0001,durée 00:07:07"
"call,CA0153,2025-07-10 21:21:00,incoming,+33655555555,+33600000001,hash_10e5,Laura,,,,,phone,call_in,DEV123,IMEI0001,durée 00:04:36"
"call,CA0159,2025-07-10 21:57:00,incoming,+33644444444,+33600000001,hash_09d4,Benjamin,,,,,phone,call_in,DEV123,IMEI0001,manqué"
"call,CA0163,2025-07-10 22:27:00,incoming,+33611111111,+33600000001,hash_06a1,Emma Dupont,,,,,phone,call_in,DEV123,IMEI0001,durée 00:09:16"
"call,CA0166,2025-07-10 22:49:00,outgoing,+33600000001,+33655555555,hash_10e5,Laura,,,,,phone,call_out,DEV123,IMEI0001,durée 00:06:40"
"app_event,AP0170,2025-07-10 23:07:00,,,,,,,,,,phone,forecast_view,DEV123,IMEI0001,"
"call,CA0177,2025-07-11 00:01:00,outgoing,+33600000001,+33733333333,hash_19n4,Lucas,,,,,phone,call_out,DEV123,IMEI0001,durée 00:04:32"
"call,CA0180,2025-07-11 00:20:00,outgoing,+33600000001,+33722222222,hash_18m3,Livraison,,,,,phone,call_out,DEV123,IMEI0001,durée 00:06:21"
"call,CA0190,2025-07-11 01:15:00,incoming,+33622222222,+33600000001,hash_07b2,Paul Martin,,,,,phone,call_in,DEV123,IMEI0001,durée 00:04:21"
"call,CA0196,2025-07-11 01:46:00,outgoing,+33600000001,+33633333333,hash_08c3,Maman,,,,,phone,call_out,DEV123,IMEI0001,manqué"
"call,CA0201,2025-07-11 02:23:00,incoming,+33644444444,+33600000001,hash_09d4,Benjamin,,,,,phone,call_in,DEV123,IMEI0001,durée 00:01:15"
"call,CA0202,2025-07-11 02:29:00,incoming,+33612121212,+33600000001,hash_17l2,Thomas,,,,,phone,call_in,DEV123,IMEI0001,durée 00:04:01"
"call,CA0214,2025-07-11 03:30:00,outgoing,+33600000001,+33699999999,hash_14i9,Marine,,,,,phone,call_out,DEV123,IMEI0001,durée 00:10:47"
"call,CA0220,2025-07-11 04:07:00,incoming,+33677777777,+33600000001,hash_12g7,Administratif,,,,,phone,call_in,DEV123,IMEI0001,durée 00:02:56"
"call,CA0221,2025-07-11 04:09:00,incoming,+33722222222,+33600000001,hash_18m3,Livraison,,,,,phone,call_in,DEV123,IMEI0001,durée 00:04:02"
"call,CA0224,2025-07-11 04:23:00,incoming,+33622222222,+33600000001,hash_07b2,Paul Martin,,,,,phone,call_in,DEV123,IMEI0001,manqué"
"call,CA0230,2025-07-11 04:55:00,incoming,+33612121212,+33600000001,hash_17l2,Thomas,,,,,phone,call_in,DEV123,IMEI0001,manqué"
"call,CA0238,2025-07-11 05:44:00,incoming,+33699999999,+33600000001,hash_14i9,Marine,,,,,phone,call_in,DEV123,IMEI0001,durée 00:01:54"
"call,CA0240,2025-07-11 05:57:00,incoming,+33677777777,+33600000001,hash_12g7,Administratif,,,,,phone,call_in,DEV123,IMEI0001,durée 00:06:26"
"app_event,AP0244,2025-07-11 06:20:00,,,,,,spotify://track/12345,,,,phone,update_check,DEV123,IMEI0001,"
"call,CA0247,2025-07-11 06:33:00,outgoing,+33600000001,+33699999999,hash_14i9,Marine,,,,,phone,call_out,DEV123,IMEI0001,durée 00:07:14"
"call,CA0259,2025-07-11 07:41:00,incoming,+33677777777,+33600000001,hash_12g7,Administratif,,,,,phone,call_in,DEV123,IMEI0001,durée 00:08:07"
"call,CA0265,2025-07-11 08:08:00,incoming,+33699999999,+33600000001,hash_14i9,Marine,,,,,phone,call_in,DEV123,IMEI0001,durée 00:05:04"
"call,CA0266,2025-07-11 08:09:00,outgoing,+33600000001,+33677777777,hash_12g7,Administratif,,,,,phone,call_out,DEV123,IMEI0001,durée 00:01:55"
"call,CA0271,2025-07-11 08:35:00,incoming,+33700000000,+33600000001,hash_15j0,AgenceVoyage,,,,,phone,call_in,DEV123,IMEI0001,durée 00:02:04"
"call,CA0272,2025-07-11 08:37:00,incoming,+33699999999,+33600000001,hash_14i9,Marine,,,,,phone,call_in,DEV123,IMEI0001,durée 00:05:22"
"call,CA0280,2025-07-11 09:16:00,incoming,+33612121212,+33600000001,hash_17l2,Thomas,,,,,phone,call_in,DEV123,IMEI0001,durée 00:00:28"
"call,CA0282,2025-07-11 09:29:00,incoming,+33611111111,+33600000001,hash_06a1,Emma Dupont,,,,,phone,call_in,DEV123,IMEI0001,manqué"
"call,CA0285,2025-07-11 09:42:00,incoming,+33666666666,+33600000001,hash_11f6,Sophie,,,,,phone,call_in,DEV123,IMEI0001,durée 00:06:26"
"call,CA0292,2025-07-11 10:24:00,incoming,+33611111111,+33600000001,hash_06a1,Emma Dupont,,,,,phone,call_in,DEV123,IMEI0001,durée 00:03:21"
"call,CA0307,2025-07-11 11:44:00,outgoing,+33600000001,+33666666666,hash_11f6,Sophie,,,,,phone,call_out,DEV123,IMEI0001,manqué"
"call,CA0310,2025-07-11 11:54:00,outgoing,+33600000001,+33622222222,hash_07b2,Paul Martin,,,,,phone,call_out,DEV123,IMEI0001,durée 00:02:35"
"call,CA0315,2025-07-11 12:26:00,outgoing,+33600000001,+33677777777,hash_12g7,Administratif,,,,,phone,call_out,DEV123,IMEI0001,durée 00:01:33"
"call,CA0328,2025-07-11 13:30:00,outgoing,+33600000001,+33622222222,hash_07b2,Paul Martin,,,,,phone,call_out,DEV123,IMEI0001,durée 00:04:19"
"call,CA0329,2025-07-11 13:37:00,incoming,+33633333333,+33600000001,hash_08c3,Maman,,,,,phone,call_in,DEV123,IMEI0001,durée 00:07:02"
"call,CA0339,2025-07-11 14:24:00,incoming,+33622222222,+33600000001,hash_07b2,Paul Martin,,,,,phone,call_in,DEV123,IMEI0001,durée 00:05:42"
"call,CA0349,2025-07-11 15:17:00,outgoing,+33600000001,+33722222222,hash_18m3,Livraison,,,,,phone,call_out,DEV123,IMEI0001,durée 00:04:10"
"call,CA0352,2025-07-11 15:39:00,outgoing,+33600000001,+33733333333,hash_19n4,Lucas,,,,,phone,call_out,DEV123,IMEI0001,durée 00:09:09"
"call,CA0359,2025-07-11 16:11:00,incoming,+33644444444,+33600000001,hash_09d4,Benjamin,,,,,phone,call_in,DEV123,IMEI0001,durée 00:05:55"
"call,CA0365,2025-07-11 16:35:00,incoming,+33677777777,+33600000001,hash_12g7,Administratif,,,,,phone,call_in,DEV123,IMEI0001,durée 00:03:13"
"call,CA0369,2025-07-11 16:53:00,outgoing,+33600000001,+33699999999,hash_14i9,Marine,,,,,phone,call_out,DEV123,IMEI0001,durée 00:04:04"
"call,CA0370,2025-07-11 17:01:00,incoming,+33711111111,+33600000001,hash_16k1,ServiceClient,,,,,phone,call_in,DEV123,IMEI0001,durée 00:09:43"
"call,CA0373,2025-07-11 17:11:00,outgoing,+33600000001,+33611111111,hash_06a1,Emma Dupont,,,,,phone,call_out,DEV123,IMEI0001,durée 00:07:33"
"call,CA0374,2025-07-11 17:21:00,outgoing,+33600000001,+33699999999,hash_14i9,Marine,,,,,phone,call_out,DEV123,IMEI0001,durée 00:09:20"
"call,CA0376,2025-07-11 17:40:00,incoming,+33699999999,+33600000001,hash_14i9,Marine,,,,,phone,call_in,DEV123,IMEI0001,durée 00:04:30"
"call,CA0380,2025-07-11 18:16:00,incoming,+33711111111,+33600000001,hash_16k1,ServiceClient,,,,,phone,call_in,DEV123,IMEI0001,manqué"
"call,CA0386,2025-07-11 18:50:00,incoming,+33666666666,+33600000001,hash_11f6,Sophie,,,,,phone,call_in,DEV123,IMEI0001,durée 00:10:41"
"call,CA0396,2025-07-11 19:46:00,incoming,+33622222222,+33600000001,hash_07b2,Paul Martin,,,,,phone,call_in,DEV123,IMEI0001,durée 00:00:35"
"call,CA0399,2025-07-11 19:51:00,incoming,+33633333333,+33600000001,hash_08c3,Maman,,,,,phone,call_in,DEV123,IMEI0001,durée 00:02:59"
"call,CA0407,2025-07-11 20:32:00,incoming,+33677777777,+33600000001,hash_12g7,Administratif,,,,,phone,call_in,DEV123,IMEI0001,manqué"
"call,CA0412,2025-07-11 20:55:00,incoming,+33677777777,+33600000001,hash_12g7,Administratif,,,,,phone,call_in,DEV123,IMEI0001,durée 00:04:44"
"call,CA0414,2025-07-11 21:08:00,incoming,+33700000000,+33600000001,hash_15j0,AgenceVoyage,,,,,phone,call_in,DEV123,IMEI0001,durée 00:08:58"
"call,CA0415,2025-07-11 21:17:00,incoming,+33711111111,+33600000001,hash_16k1,ServiceClient,,,,,phone,call_in,DEV123,IMEI0001,durée 00:03:43"
"call,CA0417,2025-07-11 21:25:00,incoming,+33622222222,+33600000001,hash_07b2,Paul Martin,,,,,phone,call_in,DEV123,IMEI0001,manqué"
"call,CA0423,2025-07-11 22:02:00,outgoing,+33600000001,+33700000000,hash_15j0,AgenceVoyage,,,,,phone,call_out,DEV123,IMEI0001,durée 00:00:27"
"call,CA0427,2025-07-11 22:21:00,outgoing,+33600000001,+33677777777,hash_12g7,Administratif,,,,,phone,call_out,DEV123,IMEI0001,durée 00:10:55"
"call,CA0428,2025-07-11 22:27:00,outgoing,+33600000001,+33622222222,hash_07b2,Paul Martin,,,,,phone,call_out,DEV123,IMEI0001,durée 00:06:33"
"call,CA0430,2025-07-11 22:40:00,incoming,+33677777777,+33600000001,hash_12g7,Administratif,,,,,phone,call_in,DEV123,IMEI0001,durée 00:03:15"
"call,CA0431,2025-07-11 22:43:00,outgoing,+33600000001,+33655555555,hash_10e5,Laura,,,,,phone,call_out,DEV123,IMEI0001,durée 00:01:02"
"call,CA0440,2025-07-11 23:30:00,outgoing,+33600000001,+33677777777,hash_12g7,Administratif,,,,,phone,call_out,DEV123,IMEI0001,durée 00:07:15"
"call,CA0446,2025-07-12 00:00:00,outgoing,+33600000001,+33655555555,hash_10e5,Laura,,,,,phone,call_out,DEV123,IMEI0001,durée 00:03:47"
"call,CA0458,2025-07-12 01:27:00,incoming,+33722222222,+33600000001,hash_18m3,Livraison,,,,,phone,call_in,DEV123,IMEI0001,manqué"
"call,CA0462,2025-07-12 01:44:00,incoming,+33612121212,+33600000001,hash_17l2,Thomas,,,,,phone,call_in,DEV123,IMEI0001,durée 00:09:58"
"call,CA0463,2025-07-12 01:52:00,outgoing,+33600000001,+33611111111,hash_06a1,Emma Dupont,,,,,phone,call_out,DEV123,IMEI0001,durée 00:06:00"
"call,CA0465,2025-07-12 02:02:00,incoming,+33611111111,+33600000001,hash_06a1,Emma Dupont,,,,,phone,call_in,DEV123,IMEI0001,durée 00:10:27"
"call,CA0483,2025-07-12 03:37:00,incoming,+33733333333,+33600000001,hash_19n4,Lucas,,,,,phone,call_in,DEV123,IMEI0001,manqué"
"call,CA0485,2025-07-12 03:44:00,incoming,+33700000000,+33600000001,hash_15j0,AgenceVoyage,,,,,phone,call_in,DEV123,IMEI0001,durée 00:01:05"
"call,CA0487,2025-07-12 03:54:00,outgoing,+33600000001,+33622222222,hash_07b2,Paul Martin,,,,,phone,call_out,DEV123,IMEI0001,manqué"
"call,CA0488,2025-07-12 04:03:00,incoming,+33699999999,+33600000001,hash_14i9,Marine,,,,,phone,call_in,DEV123,IMEI0001,durée 00:00:05"
"call,CA0489,2025-07-12 04:05:00,incoming,+33612121212,+33600000001,hash_17l2,Thomas,,,,,phone,call_in,DEV123,IMEI0001,durée 00:06:00"
"call,CA0497,2025-07-12 05:03:00,incoming,+33633333333,+33600000001,hash_08c3,Maman,,,,,phone,call_in,DEV123,IMEI0001,durée 00:03:30"
"call,CA0505,2025-07-12 05:56:00,incoming,+33688888888,+33600000001,hash_13h8,Samir,,,,,phone,call_in,DEV123,IMEI0001,durée 00:08:59"
"call,CA0513,2025-07-12 06:44:00,incoming,+33699999999,+33600000001,hash_14i9,Marine,,,,,phone,call_in,DEV123,IMEI0001,durée 00:01:28"
"call,CA0517,2025-07-12 07:06:00,incoming,+33644444444,+33600000001,hash_09d4,Benjamin,,,,,phone,call_in,DEV123,IMEI0001,durée 00:02:40"
"call,CA0519,2025-07-12 07:20:00,outgoing,+33600000001,+33677777777,hash_12g7,Administratif,,,,,phone,call_out,DEV123,IMEI0001,durée 00:03:17"
"call,CA0527,2025-07-12 08:18:00,outgoing,+33600000001,+33612121212,hash_17l2,Thomas,,,,,phone,call_out,DEV123,IMEI0001,durée 00:06:11"
"call,CA0528,2025-07-12 08:27:00,incoming,+33700000000,+33600000001,hash_15j0,AgenceVoyage,,,,,phone,call_in,DEV123,IMEI0001,durée 00:02:35"
"call,CA0532,2025-07-12 08:55:00,incoming,+33677777777,+33600000001,hash_12g7,Administratif,,,,,phone,call_in,DEV123,IMEI0001,durée 00:07:10"
"call,CA0536,2025-07-12 09:14:00,incoming,+33711111111,+33600000001,hash_16k1,ServiceClient,,,,,phone,call_in,DEV123,IMEI0001,durée 00:03:27"
"call,CA0542,2025-07-12 09:53:00,outgoing,+33600000001,+33699999999,hash_14i9,Marine,,,,,phone,call_out,DEV123,IMEI0001,durée 00:04:18"
"call,CA0560,2025-07-12 11:35:00,outgoing,+33600000001,+33677777777,hash_12g7,Administratif,,,,,phone,call_out,DEV123,IMEI0001,durée 00:01:06"
"call,CA0576,2025-07-12 12:55:00,incoming,+33655555555,+33600000001,hash_10e5,Laura,,,,,phone,call_in,DEV123,IMEI0001,durée 00:03:03"
"call,CA0582,2025-07-12 13:27:00,incoming,+33611111111,+33600000001,hash_06a1,Emma Dupont,,,,,phone,call_in,DEV123,IMEI0001,durée 00:02:23"
"call,CA0588,2025-07-12 13:46:00,outgoing,+33600000001,+33633333333,hash_08c3,Maman,,,,,phone,call_out,DEV123,IMEI0001,durée 00:00:25"
"call,CA0599,2025-07-12 14:50:00,outgoing,+33600000001,+33612121212,hash_17l2,Thomas,,,,,phone,call_out,DEV123,IMEI0001,durée 00:10:52"
"call,CA0600,2025-07-12 15:00:00,outgoing,+33600000001,+33612121212,hash_17l2,Thomas,,,,,phone,call_out,DEV123,IMEI0001,durée 00:02:15"
"call,CA0602,2025-07-12 15:10:00,outgoing,+33600000001,+33622222222,hash_07b2,Paul Martin,,,,,phone,call_out,DEV123,IMEI0001,manqué"
"call,CA0604,2025-07-12 15:16:00,incoming,+33688888888,+33600000001,hash_13h8,Samir,,,,,phone,call_in,DEV123,IMEI0001,durée 00:01:05"
"call,CA0629,2025-07-12 17:28:00,outgoing,+33600000001,+33688888888,hash_13h8,Samir,,,,,phone,call_out,DEV123,IMEI0001,manqué"
"call,CA0634,2025-07-12 17:43:00,incoming,+33666666666,+33600000001,hash_11f6,Sophie,,,,,phone,call_in,DEV123,IMEI0001,durée 00:02:46"
"call,CA0638,2025-07-12 18:09:00,outgoing,+33600000001,+33611111111,hash_06a1,Emma Dupont,,,,,phone,call_out,DEV123,IMEI0001,durée 00:09:14"
"call,CA0645,2025-07-12 18:41:00,incoming,+33666666666,+33600000001,hash_11f6,Sophie,,,,,phone,call_in,DEV123,IMEI0001,durée 00:07:50"
"call,CA0650,2025-07-12 18:55:00,incoming,+33666666666,+33600000001,hash_11f6,Sophie,,,,,phone,call_in,DEV123,IMEI0001,durée 00:07:45"
"call,CA0655,2025-07-12 19:30:00,outgoing,+33600000001,+33633333333,hash_08c3,Maman,,,,,phone,call_out,DEV123,IMEI0001,durée 00:06:05"
"call,CA0660,2025-07-12 20:04:00,incoming,+33677777777,+33600000001,hash_12g7,Administratif,,,,,phone,call_in,DEV123,IMEI0001,durée 00:00:16"
"call,CA0661,2025-07-12 20:09:00,incoming,+33644444444,+33600000001,hash_09d4,Benjamin,,,,,phone,call_in,DEV123,IMEI0001,durée 00:02:48"
"call,CA0670,2025-07-12 20:54:00,incoming,+33711111111,+33600000001,hash_16k1,ServiceClient,,,,,phone,call_in,DEV123,IMEI0001,durée 00:08:50"
"call,CA0671,2025-07-12 21:01:00,outgoing,+33600000001,+33633333333,hash_08c3,Maman,,,,,phone,call_out,DEV123,IMEI0001,durée 00:09:48"
"call,CA0676,2025-07-12 21:34:00,incoming,+33612121212,+33600000001,hash_17l2,Thomas,,,,,phone,call_in,DEV123,IMEI0001,durée 00:00:25"
"call,CA0678,2025-07-12 21:45:00,outgoing,+33600000001,+33666666666,hash_11f6,Sophie,,,,,phone,call_out,DEV123,IMEI0001,durée 00:04:19"
"call,CA0686,2025-07-12 22:38:00,outgoing,+33600000001,+33700000000,hash_15j0,AgenceVoyage,,,,,phone,call_out,DEV123,IMEI0001,durée 00:07:32"
"call,CA0687,2025-07-12 22:40:00,outgoing,+33600000001,+33733333333,hash_19n4,Lucas,,,,,phone,call_out,DEV123,IMEI0001,durée 00:07:38"
"call,CA0688,2025-07-12 22:48:00,incoming,+33612121212,+33600000001,hash_17l2,Thomas,,,,,phone,call_in,DEV123,IMEI0001,durée 00:02:53"
"call,CA0694,2025-07-12 23:21:00,incoming,+33722222222,+33600000001,hash_18m3,Livraison,,,,,phone,call_in,DEV123,IMEI0001,durée 00:03:29"
"call,CA0698,2025-07-12 23:52:00,incoming,+33655555555,+33600000001,hash_10e5,Laura,,,,,phone,call_in,DEV123,IMEI0001,durée 00:04:16"
"call,CA0700,2025-07-13 00:01:00,incoming,+33611111111,+33600000001,hash_06a1,Emma Dupont,,,,,phone,call_in,DEV123,IMEI0001,durée 00:05:43"
"call,CA0705,2025-07-13 00:30:00,incoming,+33722222222,+33600000001,hash_18m3,Livraison,,,,,phone,call_in,DEV123,IMEI0001,durée 00:02:18"
"call,CA0708,2025-07-13 00:45:00,incoming,+33666666666,+33600000001,hash_11f6,Sophie,,,,,phone,call_in,DEV123,IMEI0001,durée 00:07:54"
"call,CA0710,2025-07-13 00:53:00,incoming,+33699999999,+33600000001,hash_14i9,Marine,,,,,phone,call_in,DEV123,IMEI0001,durée 00:02:08"
"call,CA0719,2025-07-13 01:44:00,outgoing,+33600000001,+33633333333,hash_08c3,Maman,,,,,phone,call_out,DEV123,IMEI0001,durée 00:04:18"
"call,CA0720,2025-07-13 01:53:00,incoming,+33612121212,+33600000001,hash_17l2,Thomas,,,,,phone,call_in,DEV123,IMEI0001,durée 00:10:08"
"call,CA0725,2025-07-13 02:16:00,incoming,+33711111111,+33600000001,hash_16k1,ServiceClient,,,,,phone,call_in,DEV123,IMEI0001,durée 00:09:03"
"call,CA0727,2025-07-13 02:24:00,incoming,+33622222222,+33600000001,hash_07b2,Paul Martin,,,,,phone,call_in,DEV123,IMEI0001,durée 00:02:13"
"call,CA0730,2025-07-13 02:36:00,incoming,+33699999999,+33600000001,hash_14i9,Marine,,,,,phone,call_in,DEV123,IMEI0001,durée 00:04:07"
"call,CA0737,2025-07-13 03:00:00,incoming,+33655555555,+33600000001,hash_10e5,Laura,,,,,phone,call_in,DEV123,IMEI0001,manqué"
"call,CA0741,2025-07-13 03:17:00,incoming,+33612121212,+33600000001,hash_17l2,Thomas,,,,,phone,call_in,DEV123,IMEI0001,durée 00:01:23"
"call,CA0747,2025-07-13 03:39:00,incoming,+33655555555,+33600000001,hash_10e5,Laura,,,,,phone,call_in,DEV123,IMEI0001,durée 00:10:33"
"call,CA0749,2025-07-13 03:59:00,incoming,+33622222222,+33600000001,hash_07b2,Paul Martin,,,,,phone,call_in,DEV123,IMEI0001,durée 00:03:30"
"call,CA0751,2025-07-13 04:14:00,incoming,+33722222222,+33600000001,hash_18m3,Livraison,,,,,phone,call_in,DEV123,IMEI0001,durée 00:01:48"
"call,CA0752,2025-07-13 04:18:00,incoming,+33666666666,+33600000001,hash_11f6,Sophie,,,,,phone,call_in,DEV123,IMEI0001,manqué"
"call,CA0754,2025-07-13 04:35:00,outgoing,+33600000001,+33688888888,hash_13h8,Samir,,,,,phone,call_out,DEV123,IMEI0001,durée 00:07:20"
"call,CA0756,2025-07-13 04:52:00,outgoing,+33600000001,+33699999999,hash_14i9,Marine,,,,,phone,call_out,DEV123,IMEI0001,durée 00:09:39"
"call,CA0762,2025-07-13 05:33:00,outgoing,+33600000001,+33700000000,hash_15j0,AgenceVoyage,,,,,phone,call_out,DEV123,IMEI0001,manqué"
"call,CA0765,2025-07-13 05:44:00,incoming,+33700000000,+33600000001,hash_15j0,AgenceVoyage,,,,,phone,call_in,DEV123,IMEI0001,manqué"
"call,CA0766,2025-07-13 05:54:00,incoming,+33622222222,+33600000001,hash_07b2,Paul Martin,,,,,phone,call_in,DEV123,IMEI0001,durée 00:09:32"
"call,CA0771,2025-07-13 06:33:00,outgoing,+33600000001,+33700000000,hash_15j0,AgenceVoyage,,,,,phone,call_out,DEV123,IMEI0001,durée 00:05:18"
"call,CA0772,2025-07-13 06:36:00,incoming,+33633333333,+33600000001,hash_08c3,Maman,,,,,phone,call_in,DEV123,IMEI0001,durée 00:08:19"
"call,CA0785,2025-07-13 07:51:00,outgoing,+33600000001,+33699999999,hash_14i9,Marine,,,,,phone,call_out,DEV123,IMEI0001,manqué"
"call,CA0796,2025-07-13 08:49:00,outgoing,+33600000001,+33666666666,hash_11f6,Sophie,,,,,phone,call_out,DEV123,IMEI0001,durée 00:10:21"
"call,CA0800,2025-07-13 09:10:00,incoming,+33700000000,+33600000001,hash_15j0,AgenceVoyage,,,,,phone,call_in,DEV123,IMEI0001,manqué"
"call,CA0801,2025-07-13 09:16:00,incoming,+33699999999,+33600000001,hash_14i9,Marine,,,,,phone,call_in,DEV123,IMEI0001,durée 00:00:18"
"call,CA0809,2025-07-13 09:52:00,incoming,+33622222222,+33600000001,hash_07b2,Paul Martin,,,,,phone,call_in,DEV123,IMEI0001,durée 00:01:22"
"call,CA0812,2025-07-13 10:03:00,outgoing,+33600000001,+33688888888,hash_13h8,Samir,,,,,phone,call_out,DEV123,IMEI0001,durée 00:02:47"
