"record_type,id,timestamp,direction,from,to,phone_hash,contact_name,message,media_filename,gps_lat,gps_lon,app,app_event,device_id,imei,notes"
"contact,CO0486,2025-07-12 03:49:00,,,,,,,,,,,,DEV123,IMEI0001,"
"contact,CO0495,2025-07-12 04:43:00,,,,,,,,,,,,DEV123,IMEI0001,"
"contact,CO0557,2025-07-12 11:19:00,,,,,,,,,,,,DEV123,IMEI0001,"
"contact,CO0584,2025-07-12 13:30:00,,,,,,,,,,,,DEV123,IMEI0001,"
"contact,CO0597,2025-07-12 14:39:00,,,,,,,,,,,,DEV123,IMEI0001,"
"contact,CO0617,2025-07-12 16:22:00,,,,,,,,,,,,DEV123,IMEI0001,"
"contact,CO0641,2025-07-12 18:21:00,,,,,,,,,,,,DEV123,IMEI0001,"
"contact,CO0643,2025-07-12 18:31:00,,,,,,,,,,,,DEV123,IMEI0001,"
"contact,CO0648,2025-07-12 18:51:00,,,,,,,,,,,,DEV123,IMEI0001,"
"contact,CO0651,2025-07-12 18:58:00,,,,,,,,,,,,DEV123,IMEI0001,"
"contact,CO0654,2025-07-12 19:22:00,,,,,,,,,,,,DEV123,IMEI0001,"
"contact,CO0675,2025-07-12 21:24:00,,,,,,,,,,,,DEV123,IMEI0001,"
"contact,CO0690,2025-07-12 23:00:00,,,,,,,,,,,,DEV123,IMEI0001,"
"contact,CO0696,2025-07-12 23:36:00,,,,,,,,,,,,DEV123,IMEI0001,"
"contact,CO0722,2025-07-13 02:05:00,,,,,,,,,,,,DEV123,IMEI0001,"
"contact,CO0779,2025-07-13 07:18:00,,,,,,,,,,,,DEV123,IMEI0001,"
"contact,CO0790,2025-07-13 08:20:00,,,,,,,,,,,,DEV123,IMEI0001,"
"contact,CO0833,2025-07-13 11:53:00,,,,,,,,,,,,DEV123,IMEI0001,"
"contact,CO0836,2025-07-13 12:14:00,,,,,,,,,,,,DEV123,IMEI0001,"
"contact,CO0856,2025-07-13 14:10:00,,,,,,,,,,,,DEV123,IMEI0001,"
"contact,CO0961,2025-07-14 00:07:00,,,,,,,,,,,,DEV123,IMEI0001,"
"contact,CO0971,2025-07-14 01:17:00,,,,,,,,,,,,DEV123,IMEI0001,"
"contact,CO0975,2025-07-14 01:42:00,,,,,,,,,,,,DEV123,IMEI0001,"
"contact,CO0996,2025-07-14 03:51:00,,,,,,,,,,,,DEV123,IMEI0001,"
